experiment,fold,pollutant,n_train,n_val,n_buffer_dropped,n_train_before_buffer,best_epoch,rmse,mae,r2,n,baseline_rmse,total_parameters,trainable_parameters,frozen_parameters
resnet_full,fold1_iberia,pm25,1662,204,3,1665,15,3.1042358299927026,2.6515542752120016,-0.4546366234420818,204,4.199973338549879,23766049,23712929,53120
