experiment,fold,epoch,train_loss,best_so_far,epochs_since_improvement,lr_group_0,lr_group_1,lr_head,lr_backbone,train_seconds,train_batch_avg_seconds,train_eval_seconds,val_loss_seconds,val_seconds,total_seconds,data_wait_seconds,to_device_seconds,forward_seconds,backward_seconds,optimizer_seconds,train_pm25_rmse,train_pm25_mae,train_pm25_r2,train_pm25_n,val_pm25_rmse,val_pm25_mae,val_pm25_r2,val_pm25_n,val_loss
resnet_full,fold1_iberia,12,0.735731994775802,False,2,1e-05,3e-06,1e-05,3e-06,2.4036126863211393,0.18489328356316456,0.6994409840553999,0.1441802643239498,0.3482292052358389,3.5964393466711044,1.672263078391552,0.03874035179615021,0.2354542687535286,0.4172276221215725,0.03785357624292374,5.057039019922694,3.6831408248014688,0.02298458013302873,1000,3.1102669641018554,2.6503540852392033,-0.46029446102416527,204,0.396203875541687
resnet_full,fold1_iberia,13,0.7271893727363375,False,3,1e-05,3e-06,1e-05,3e-06,2.314908692613244,0.178069899431788,0.7116763219237328,0.14262733422219753,0.35452763736248016,3.5247304141521454,1.588560389354825,0.039030058309435844,0.2349044568836689,0.412008173763752,0.03825448267161846,5.026843359746836,3.656775424810176,0.034617295701113715,1000,3.116380785647093,2.658270449461233,-0.4660410767731351,204,0.3973083198070526
resnet_full,fold1_iberia,14,0.7292238044968294,False,4,1e-05,3e-06,1e-05,3e-06,2.1642924156039953,0.1664840319695381,0.6902510281652212,0.1385616883635521,0.34452061355113983,3.3386131953448057,1.4359078612178564,0.03919157572090626,0.2352049984037876,0.41495188884437084,0.036942558363080025,5.000867497435149,3.6333336745500886,0.0445686132576959,1000,3.1105230279291987,2.656239436388717,-0.4605349188276635,204,0.3962517976760864
resnet_full,fold1_iberia,15,0.7116109708012514,True,0,1e-05,3e-06,1e-05,3e-06,2.22537212446332,0.17118247111256307,0.6932098306715488,0.13910946995019913,0.35625701025128365,3.4149041175842285,1.498341042548418,0.039432257413864136,0.23503444716334343,0.4139095302671194,0.03653331100940704,4.973707038560677,3.6083328480194226,0.05491861187627933,1000,3.1042358299927026,2.6515542752120016,-0.4546366234420818,204,0.3949563503265381
resnet_full,fold1_iberia,16,0.7169769736977404,False,1,1e-05,3e-06,1e-05,3e-06,2.2323552202433348,0.17171963232641035,0.6906631775200367,0.14124908111989498,0.3490992356091738,3.4143000580370426,1.5120360143482685,0.038597071543335915,0.23519380576908588,0.4078871887177229,0.03652922622859478,4.943295236250343,3.5801745760144583,0.06644070498443322,1000,3.1101476505666885,2.658372121430802,-0.46018242591293523,204,0.39580774307250977
resnet_full,fold1_iberia,17,0.7235356042818328,False,2,1e-05,3e-06,1e-05,3e-06,2.1767028775066137,0.16743868288512415,0.6921700686216354,0.13010242767632008,0.33922215178608894,3.3391836415976286,1.443682612851262,0.03883974067866802,0.23502909019589424,0.4148189350962639,0.042131805792450905,4.918018716133704,3.558473717787908,0.0759634219768286,1000,3.108986311409623,2.661446624416817,-0.45909215585779717,204,0.395389586687088
resnet_full,fold1_iberia,18,0.7350736817728312,False,3,1e-05,3e-06,1e-05,3e-06,2.1211093310266733,0.16316225623282102,0.6963585019111633,0.13140200451016426,0.34058795124292374,3.290440173819661,1.3955206200480461,0.039157044142484665,0.23515252023935318,0.4097839184105396,0.039324043318629265,4.895480834132085,3.535807079203467,0.08441321004640667,1000,3.1251593217743627,2.6812860788653774,-0.474312094835853,204,0.39829808473587036
resnet_full,fold1_iberia,19,0.7304425337110902,False,4,1e-05,3e-06,1e-05,3e-06,2.1083539817482233,0.1621810755190941,0.6965044345706701,0.13235610537230968,0.34503199346363544,3.283227499574423,1.3817319236695766,0.03952404670417309,0.23486596532166004,0.41274351440370083,0.03734829090535641,4.87539074896832,3.516343449383181,0.09191256469344466,1000,3.121094818887804,2.681234051223096,-0.47047968285158936,204,0.39702919125556946
resnet_full,fold1_iberia,20,0.7130398618328586,False,5,1e-05,3e-06,1e-05,3e-06,2.0805691573768854,0.16004378133668348,0.6672519370913506,0.1378877107053995,0.3406509216874838,3.227318584918976,1.3614257611334324,0.039638109505176544,0.2351970449090004,0.4058585613965988,0.03640012629330158,4.85139346365667,3.494617274851684,0.10083000488026683,1000,3.1285985202036697,2.6887224943066528,-0.477558804076998,204,0.3978949785232544
resnet_full,fold1_iberia,21,0.7062415525801345,False,6,1e-05,3e-06,1e-05,3e-06,2.113510198891163,0.16257770760701254,0.6675128061324358,0.13638840056955814,0.3397855032235384,3.2581977881491184,1.3817152865231037,0.039521997794508934,0.23457385413348675,0.4160478785634041,0.03943649306893349,4.8238202644651125,3.4718470190781563,0.11102193728106957,1000,3.1303604899729947,2.6936961124996435,-0.4792235411955845,204,0.3976466953754425
resnet_full,fold1_iberia,22,0.6821056370557287,False,7,1e-05,3e-06,1e-05,3e-06,2.1025283839553595,0.16173295261195073,0.6653983555734158,0.13159300573170185,0.35797066427767277,3.2584518902003765,1.3780854865908623,0.039685267955064774,0.23420012556016445,0.4095088839530945,0.03887140937149525,4.803756784661202,3.4578309591637426,0.11840152451440045,1000,3.152007967069501,2.715282853228683,-0.4997529194009389,204,0.40101295709609985
resnet_full,fold1_iberia,23,0.7228482564290365,False,8,1e-05,3e-06,1e-05,3e-06,2.073550073429942,0.15950385180230325,0.686993058770895,0.11792522668838501,0.342575004324317,3.2220128774642944,1.3395807668566704,0.03951805271208286,0.23541102930903435,0.41622122935950756,0.04060638137161732,4.771707525892491,3.431591213491447,0.13012581689576996,1000,3.1688657130870856,2.7351178389022155,-0.5158379436704525,204,0.40331166982650757
resnet_full,fold1_iberia,24,0.7071136630686038,False,9,1e-05,3e-06,1e-05,3e-06,2.0568015538156033,0.1582155041396618,0.6550099309533834,0.1267747413367033,0.3369046710431576,3.176479861140251,1.3110250141471624,0.03983224369585514,0.23518803343176842,0.42879752814769745,0.039820240810513496,4.757570584630253,3.4128433005115,0.1352724625039664,1000,3.179520680438736,2.743740758670634,-0.5260487626831465,204,0.4047870337963104
resnet_full,fold1_iberia,25,0.7198173761654704,False,10,1e-05,3e-06,1e-05,3e-06,2.0093750655651093,0.15456731273577765,0.6634953357279301,0.12576357275247574,0.3361014686524868,3.1357134729623795,1.2891182135790586,0.03996916301548481,0.2355148233473301,0.40603615529835224,0.03663153946399689,4.74413999355486,3.4007359622490245,0.14014781175940816,1000,3.1908928346440657,2.7550841616134027,-0.5369846862711258,204,0.4065394997596741
resnet_full,fold1_iberia,26,0.7028731932565481,False,11,1e-05,3e-06,1e-05,3e-06,2.027921499684453,0.1559939615141887,0.6948676351457834,0.13109915517270565,0.3485265485942364,3.2033885587006807,1.3034219238907099,0.03986642509698868,0.2354771438986063,0.41071516275405884,0.036373335868120193,4.735069880073649,3.387995646400642,0.14343249631462918,1000,3.183184532502355,2.747977307593252,-0.5295678078032804,204,0.4047836661338806
resnet_full,fold1_iberia,27,0.723133385540059,False,12,1e-05,3e-06,1e-05,3e-06,2.1147405467927456,0.16267234975328812,0.6699156481772661,0.14148168452084064,0.34556389786303043,3.272677706554532,1.39702801220119,0.03924044035375118,0.23513265699148178,0.4048517383635044,0.036402929574251175,4.719587104659326,3.374897028474018,0.1490249629297662,1000,3.1973818929060527,2.759885910110011,-0.5432423231930219,204,0.4067706763744354
resnet_full,fold1_iberia,28,0.7353136542328285,False,13,1e-05,3e-06,1e-05,3e-06,2.1680550016462803,0.1667734616650985,0.6765717845410109,0.14374256506562233,0.35196983255445957,3.341303313151002,1.4483212810009718,0.03895489126443863,0.23552025854587555,0.4062955155968666,0.036841560155153275,4.702237176640447,3.364701770800392,0.1552700929766373,1000,3.1987101671581026,2.762587175090285,-0.544524794221579,204,0.4068431556224823
resnet_full,fold1_iberia,29,0.7041700801550983,False,14,1e-05,3e-06,1e-05,3e-06,2.138381313532591,0.16449087027173775,0.6833301484584808,0.13984775356948376,0.3536000829190016,3.3161144386976957,1.416706858202815,0.038966065272688866,0.23541147075593472,0.40698246471583843,0.03817363269627094,4.6917032274016215,3.355262610676257,0.15905058068779654,1000,3.198496395631575,2.7625701565244687,-0.5443183582690443,204,0.4066547751426697
resnet_full,fold1_iberia,30,0.6894678283397615,False,15,1e-05,3e-06,1e-05,3e-06,2.152490856125951,0.1655762197019962,0.7027083318680525,0.14468263648450375,0.3464344572275877,3.3472832683473825,1.4315554425120354,0.03889053873717785,0.23477874509990215,0.4061245247721672,0.03896353021264076,4.670855266018164,3.3375608377382795,0.1665076288274383,1000,3.1948320518396325,2.761418755700619,-0.5407819016755009,204,0.40521690249443054
resnet_full,fold1_iberia,31,0.7198392268983035,False,16,1e-05,3e-06,1e-05,3e-06,2.1766151431947947,0.1674319340919073,0.698149599134922,0.14449877478182316,0.3434913344681263,3.3637233041226864,1.4551020618528128,0.03901604004204273,0.23502266593277454,0.40666905976831913,0.03865301236510277,4.658669661347965,3.3248786260565195,0.17085088477146648,1000,3.194983220650669,2.7615798728096435,-0.5409277144599096,204,0.4042731523513794
resnet_full,fold1_iberia,32,0.6955523714692153,False,17,1e-05,3e-06,1e-05,3e-06,2.16680452786386,0.1666772713741431,0.6929763872176409,0.1351531483232975,0.36166346818208694,3.357567301020026,1.4200631771236658,0.03887663781642914,0.23441834934055805,0.4319191426038742,0.03936874680221081,4.6424461771636825,3.3127554687095526,0.17661573450889567,1000,3.2046824691779205,2.770602658768352,-0.5502977336008383,204,0.4054519534111023
resnet_full,fold1_iberia,33,0.6609709242764507,False,18,1e-05,3e-06,1e-05,3e-06,2.120900185778737,0.16314616813682592,0.71705780364573,0.15002490766346455,0.3600980155169964,3.3490491583943367,1.386513466015458,0.039453284814953804,0.23495130240917206,0.41880407370626926,0.03904183581471443,4.633787019088714,3.301776600312872,0.17968444652953197,1000,3.2000572021579323,2.7665059385162665,-0.5458259230650542,204,0.40416088700294495
resnet_full,fold1_iberia,34,0.6682281310521021,False,19,1e-05,3e-06,1e-05,3e-06,2.210654389113188,0.17005033762409136,0.6837401408702135,0.13789035193622112,0.34664146788418293,3.3799368795007467,1.471468921750784,0.03891078010201454,0.23559686355292797,0.4242383409291506,0.03835497051477432,4.6190524236007375,3.2893659608455748,0.18489305907463494,1000,3.2122777506327154,2.7802038233437507,-0.557655031173867,204,0.40561819076538086
resnet_full,fold1_iberia,35,0.6774460692698344,False,20,1e-05,3e-06,1e-05,3e-06,2.2038932144641876,0.16953024726647598,0.7437863200902939,0.13866079039871693,0.34609936736524105,3.433436004444957,1.4689198303967714,0.039110878482460976,0.2352023869752884,0.42043627239763737,0.03807072900235653,4.595928354210852,3.276968448044641,0.19303386696703972,1000,3.2345247055182194,2.8025352284249707,-0.5793051378064862,204,0.40907490253448486
resnet_full,fold1_iberia,36,0.7104708124153881,False,21,1e-05,3e-06,1e-05,3e-06,2.1924813482910395,0.16865241140700304,0.6887570023536682,0.13761702179908752,0.3446804787963629,3.3645559921860695,1.4661907851696014,0.03900614567101002,0.23517323657870293,0.41222031228244305,0.037716107442975044,4.583059523546303,3.264797920897203,0.19754663168519104,1000,3.2330573166843255,2.8018950601512227,-0.5778725136888359,204,0.40850335359573364
resnet_full,fold1_iberia,37,0.6813968447284722,False,22,1e-05,3e-06,1e-05,3e-06,2.225169012323022,0.1711668471017709,0.700618451461196,0.13159873709082603,0.3541778437793255,3.4125482365489006,1.5062912460416555,0.03900547884404659,0.23449411801993847,0.4068669471889734,0.03642197139561176,4.566576649181558,3.2566536995327398,0.2033082645625841,1000,3.2565627944135462,2.824127603287767,-0.6008993068562953,204,0.4121221601963043
resnet_full,fold1_iberia,38,0.6567324513275844,False,23,1e-05,3e-06,1e-05,3e-06,2.576699135825038,0.19820762583269522,0.7838713079690933,0.177752997726202,0.34588261879980564,3.8851833809167147,1.8583681788295507,0.0389145165681839,0.23435508832335472,0.40602339804172516,0.036951519548892975,4.561303282834896,3.2434455292027655,0.20514720079958382,1000,3.235201914139307,2.8026547178092005,-0.5799665215422773,204,0.40783339738845825
resnet_full,fold1_iberia,39,0.6491528957472524,False,24,1e-05,3e-06,1e-05,3e-06,2.2240212708711624,0.17107855929778173,0.6876628436148167,0.1369751114398241,0.3452661596238613,3.3948993273079395,1.497714351862669,0.03880778141319752,0.23500921577215195,0.41213963367044926,0.03822454437613487,4.563256431838084,3.243889625776803,0.20446634349239134,1000,3.2470404013209526,2.8138840747867206,-0.5915507355653877,204,0.4102798104286194
resnet_full,fold1_iberia,40,0.6730692343591352,False,25,1e-05,3e-06,1e-05,3e-06,2.1688725259155035,0.16683634814734644,0.6865003053098917,0.13471704721450806,0.3502192422747612,3.3412772733718157,1.4290517028421164,0.03920469991862774,0.2348720170557499,0.420378215610981,0.04307637922465801,4.5440534962771055,3.2329599163695106,0.2111477292891657,1000,3.2682192298239756,2.8355731303878664,-0.6123802316495994,204,0.4134679436683655
