AGS,Name,bevoelkerung_gesamt,bevoelkerung_unter15,bevoelkerung_15_64,bevoelkerung_65plus,medianalter,tode_2024,arbeitslosenquote_pct,bruttolohn_je_arbeitnehmer_eur,todesrate_je_1000ew
09173,Bad TÃ¶lz-Wolfratshausen,129787.0,19037.0,81969.0,28781.0,46.2,1379.0,2.3,42178.0,10.625101127231542
09174,Dachau,151925.0,22897.0,99296.0,29732.0,44.2,1527.0,3.0,42388.0,10.05101201250617
09175,Ebersberg,143011.0,22554.0,92595.0,27862.0,44.5,1392.0,2.6,45398.0,9.733517002188643
09176,EichstÃ¤tt,135220.0,22160.0,87237.0,25823.0,43.1,1140.0,2.5,43970.0,8.430705516935365
09177,Erding,139547.0,21050.0,93020.0,25477.0,44.0,1305.0,2.4,42159.0,9.351687961761987
09178,Freising,183535.0,26919.0,125848.0,30768.0,42.0,1549.0,3.0,52634.0,8.439807121257525
09179,FÃ¼rstenfeldbruck,216912.0,32572.0,136715.0,47625.0,45.5,2297.0,3.3,44549.0,10.589547835066755
09180,Garmisch-Partenkirchen,89322.0,11646.0,55040.0,22636.0,49.0,1117.0,3.4,40477.0,12.5053178388303
09181,Landsberg am Lech,120966.0,18063.0,77036.0,25867.0,46.4,1134.0,2.9,45323.0,9.374534993303904
09182,Miesbach,96730.0,13477.0,60823.0,22430.0,47.8,1008.0,2.8,44295.0,10.420758813191357
09183,MÃ¼hldorf a.Inn,121263.0,17872.0,78087.0,25304.0,44.9,1365.0,3.5,41792.0,11.256525073600356
09184,MÃ¼nchen,352771.0,52487.0,226483.0,73801.0,44.7,3685.0,3.2,62679.0,10.445869983643782
09185,Neuburg-Schrobenhausen,98967.0,15246.0,63643.0,20078.0,44.2,1088.0,2.9,42172.0,10.993563511069347
09186,Pfaffenhofen a.d.Ilm,129497.0,20179.0,84291.0,25027.0,43.7,1265.0,2.3,49751.0,9.76856606716758
09187,Rosenheim,256815.0,37815.0,160963.0,58037.0,46.7,2848.0,2.8,42372.0,11.089694916574187
09188,Starnberg,138926.0,20229.0,85812.0,32885.0,48.2,1492.0,3.3,53357.0,10.739530397477795
09189,Traunstein,172021.0,24155.0,106794.0,41072.0,47.4,2072.0,3.1,44544.0,12.04504101243453
09190,Weilheim-Schongau,138052.0,20674.0,86027.0,31351.0,46.3,1532.0,3.1,46091.0,11.097267696230405
09261,Landshut,68741.0,9631.0,44981.0,14129.0,43.2,852.0,5.6,44357.0,12.394349805792757
09262,Passau,52894.0,6196.0,34929.0,11769.0,42.4,649.0,6.0,45042.0,12.269822664196317
09263,Straubing,47524.0,5847.0,31241.0,10436.0,44.8,624.0,5.4,42372.0,13.130207894958335
09271,Deggendorf,121137.0,16198.0,78532.0,26407.0,45.6,1394.0,3.4,43668.0,11.507631854842039
09272,Freyung-Grafenau,78512.0,10051.0,49479.0,18982.0,49.1,958.0,3.3,37048.0,12.201956388832281
09273,Kelheim,125597.0,18857.0,81643.0,25097.0,44.3,1313.0,3.1,41203.0,10.454071355207528
09274,Landshut,161180.0,24633.0,104200.0,32347.0,45.0,1592.0,3.1,43550.0,9.877155974686685
09275,Passau,194068.0,26165.0,121248.0,46655.0,48.2,2261.0,3.5,37851.0,11.650555475400376
09276,Regen,77439.0,10248.0,48397.0,18794.0,48.5,1046.0,3.7,38977.0,13.507405829104199
09277,Rottal-Inn,120475.0,16880.0,76046.0,27549.0,46.7,1531.0,3.7,39020.0,12.708030711765925
09278,Straubing-Bogen,103329.0,15239.0,66264.0,21826.0,46.0,1120.0,3.0,38640.0,10.839164223015803
09279,Dingolfing-Landau,100727.0,14223.0,66359.0,20145.0,44.4,1038.0,3.4,54228.0,10.305082053471263
09361,Amberg,42217.0,5347.0,26631.0,10239.0,46.8,587.0,5.8,45301.0,13.90435132766421
09362,Regensburg,149664.0,18184.0,105388.0,26092.0,38.9,1540.0,4.3,52192.0,10.289715629677143
09363,Weiden i.d.OPf.,42430.0,5316.0,27247.0,9867.0,46.3,589.0,6.0,39822.0,13.881687485269856
09371,Amberg-Sulzbach,104127.0,14397.0,65988.0,23742.0,47.6,1280.0,3.4,42473.0,12.29268105294496
09372,Cham,128230.0,17297.0,81419.0,29514.0,47.2,1554.0,3.0,38874.0,12.118848943304998
09373,Neumarkt i.d.OPf.,138214.0,20428.0,89287.0,28499.0,45.1,1465.0,2.6,42166.0,10.599505115256052
09374,Neustadt a.d.Waldnaab,96209.0,13464.0,60866.0,21879.0,47.4,1177.0,3.5,40482.0,12.233782702241994
09375,Regensburg,193801.0,28997.0,123638.0,41166.0,45.9,1947.0,2.7,42634.0,10.04638778953669
09376,Schwandorf,148698.0,20673.0,95751.0,32274.0,46.1,1768.0,3.4,40688.0,11.889870744730931
09377,Tirschenreuth,72545.0,9502.0,45558.0,17485.0,48.8,1072.0,3.8,41400.0,14.77703494382797
09461,Bamberg,75087.0,9502.0,50598.0,14987.0,41.1,839.0,4.6,43464.0,11.173705168671008
09462,Bayreuth,73074.0,8171.0,48596.0,16307.0,42.3,919.0,5.1,45085.0,12.576292525385226
09463,Coburg,40907.0,4954.0,26242.0,9711.0,45.5,499.0,6.8,55123.0,12.198401251619527
09464,Hof,46484.0,6335.0,29129.0,11020.0,45.4,681.0,6.8,40076.0,14.65020222011875
09471,Bamberg,148017.0,21830.0,95026.0,31161.0,46.3,1579.0,2.7,39112.0,10.667693575737921
09472,Bayreuth,103269.0,14033.0,64507.0,24729.0,49.1,1314.0,3.3,39528.0,12.724050780001743
09473,Coburg,84518.0,11281.0,52472.0,20765.0,49.4,1141.0,4.3,38786.0,13.500082822594003
09474,Forchheim,116284.0,16879.0,73664.0,25741.0,46.8,1332.0,3.2,45891.0,11.454714320112826
09475,Hof,92675.0,11634.0,56542.0,24499.0,51.2,1498.0,3.9,43499.0,16.164014027515513
09476,Kronach,65009.0,7678.0,40558.0,16773.0,51.2,923.0,3.8,38754.0,14.198034118352844
09477,Kulmbach,71752.0,8724.0,44787.0,18241.0,50.4,1006.0,4.0,43179.0,14.02051510759282
09478,Lichtenfels,67716.0,8963.0,42565.0,16188.0,48.6,967.0,4.3,39940.0,14.280229192509893
09479,Wunsiedel i.Fichtelgebirge,70959.0,8941.0,42843.0,19175.0,51.1,1162.0,5.2,42443.0,16.375653546414128
09561,Ansbach,39700.0,5602.0,25233.0,8865.0,44.9,583.0,4.7,45250.0,14.685138539042821
09562,Erlangen,115314.0,15412.0,78725.0,21177.0,39.3,1135.0,4.4,61534.0,9.842690393187299
09563,FÃ¼rth,131712.0,18058.0,88082.0,25572.0,43.5,1398.0,5.6,47905.0,10.614067055393585
09564,NÃ¼rnberg,526606.0,70603.0,349714.0,106289.0,42.7,5834.0,6.7,51907.0,11.078491319886215
09565,Schwabach,40994.0,5861.0,25696.0,9437.0,46.7,504.0,4.1,43147.0,12.294482119334535
09571,Ansbach,187340.0,27825.0,119481.0,40034.0,45.6,2136.0,2.8,38561.0,11.401729475819366
09572,Erlangen-HÃ¶chstadt,138581.0,21424.0,86804.0,30353.0,45.8,1392.0,2.9,47713.0,10.044667017845159
09573,FÃ¼rth,117617.0,17055.0,72563.0,27999.0,47.7,1409.0,2.9,38238.0,11.979560777778723
09574,NÃ¼rnberger Land,169193.0,24150.0,105549.0,39494.0,47.7,2069.0,2.7,42485.0,12.228638300638915
09575,Neustadt a.d.Aisch-Bad Windsheim,100982.0,14513.0,63802.0,22667.0,46.8,1229.0,2.7,37475.0,12.170485829157672
09576,Roth,128438.0,18635.0,80895.0,28908.0,47.0,1464.0,2.4,40536.0,11.398495772279231
09577,WeiÃenburg-Gunzenhausen,94670.0,13674.0,59161.0,21835.0,46.7,1135.0,3.6,38887.0,11.989014471321433
09661,Aschaffenburg,72554.0,9715.0,47101.0,15738.0,44.6,773.0,6.7,47058.0,10.65413347299942
09662,Schweinfurt,53938.0,7442.0,33455.0,13041.0,44.5,725.0,6.9,53915.0,13.44135859690756
09663,WÃ¼rzburg,131759.0,14502.0,90045.0,27212.0,39.4,1484.0,4.3,44448.0,11.262987727593561
09671,Aschaffenburg,170856.0,23838.0,107591.0,39427.0,48.0,1960.0,3.8,44349.0,11.471648639790232
09672,Bad Kissingen,103447.0,13820.0,62525.0,27102.0,50.0,1400.0,3.4,39095.0,13.53350024650304
09673,RhÃ¶n-Grabfeld,79430.0,11129.0,49190.0,19111.0,48.1,963.0,3.4,42055.0,12.123882663980863
09674,HaÃberge,83673.0,11856.0,52542.0,19275.0,47.6,994.0,2.9,37685.0,11.879578836661766
09675,Kitzingen,91197.0,13211.0,58078.0,19908.0,46.1,1058.0,2.9,41811.0,11.60125881333816
09676,Miltenberg,127204.0,17898.0,80326.0,28980.0,47.5,1491.0,4.1,41219.0,11.721329517939687
09677,Main-Spessart,125814.0,16801.0,77994.0,31019.0,49.2,1558.0,2.4,46594.0,12.383359562528812
09678,Schweinfurt,114404.0,16449.0,71071.0,26884.0,47.3,1394.0,2.5,38124.0,12.184888640257332
09679,WÃ¼rzburg,160879.0,23581.0,99905.0,37393.0,46.9,1532.0,2.7,41024.0,9.522684750651111
09761,Augsburg,298972.0,39755.0,200916.0,58301.0,41.4,3150.0,6.0,48307.0,10.536103715398099
09762,Kaufbeuren,46071.0,6671.0,28838.0,10562.0,44.8,565.0,4.2,41580.0,12.263679972216796
09763,Kempten (AllgÃ¤u),65933.0,8935.0,42296.0,14702.0,43.4,866.0,3.7,45284.0,13.134545675155081
09764,Memmingen,44048.0,6440.0,27835.0,9773.0,44.4,522.0,3.8,44105.0,11.850708318198329
09771,Aichach-Friedberg,136430.0,21264.0,86582.0,28584.0,45.3,1327.0,2.7,39397.0,9.726599721468885
09772,Augsburg,261600.0,40342.0,165104.0,56154.0,45.3,2713.0,3.0,42054.0,10.37079510703364
09773,Dillingen a.d.Donau,98474.0,14746.0,62463.0,21265.0,45.5,1104.0,3.0,41848.0,11.211081097548592
09774,GÃ¼nzburg,129696.0,19237.0,83982.0,26477.0,44.7,1368.0,2.4,42372.0,10.547742413027388
09775,Neu-Ulm,182560.0,26884.0,117596.0,38080.0,43.8,1917.0,2.8,44603.0,10.500657318141982
09776,Lindau (Bodensee),82224.0,11599.0,51485.0,19140.0,47.4,1043.0,2.9,46104.0,12.684860867873127
09777,OstallgÃ¤u,141137.0,21295.0,88699.0,31143.0,45.8,1416.0,2.6,44135.0,10.032805005066
09778,UnterallgÃ¤u,145298.0,22086.0,91772.0,31440.0,45.2,1657.0,2.4,44411.0,11.404148715054577
09779,Donau-Ries,134677.0,19878.0,86153.0,28646.0,45.3,1513.0,2.5,46424.0,11.234286478017776
09780,OberallgÃ¤u,153394.0,22115.0,94862.0,36417.0,47.7,1742.0,2.6,41429.0,11.35637639021083
10041,Regionalverband SaarbrÃ¼cken,332416.0,43393.0,210199.0,78824.0,45.7,4766.0,9.7,43487.0,14.337456680785522
10042,Merzig-Wadern,109336.0,13849.0,69167.0,26320.0,48.7,1460.0,4.5,37556.0,13.353332845540352
10043,Neunkirchen,133667.0,17073.0,82753.0,33841.0,49.2,2105.0,7.9,41945.0,15.74809040376458
10044,Saarlouis,206094.0,26346.0,127574.0,52174.0,49.0,2792.0,5.9,42503.0,13.547216318767164
10045,Saarpfalz-Kreis,144478.0,17885.0,88481.0,38112.0,50.1,2133.0,5.2,44353.0,14.763493403840032
10046,St. Wendel,88056.0,10756.0,53844.0,23456.0,51.2,1265.0,4.1,37958.0,14.365858090306169
11000,Berlin,3662381.0,513294.0,2448136.0,700951.0,41.4,37686.0,9.7,,10.290027170848692
12051,Brandenburg an der Havel,73939.0,9204.0,44041.0,20694.0,49.5,1176.0,9.1,41465.0,15.905002772555758
12052,Cottbus,94778.0,12028.0,56910.0,25840.0,48.7,1450.0,8.1,40686.0,15.298909029521619
12053,Frankfurt (Oder),57065.0,6820.0,34245.0,16000.0,50.0,874.0,8.5,39659.0,15.315867869972838
12054,Potsdam,184290.0,27189.0,119719.0,37382.0,42.6,1859.0,5.7,44966.0,10.087362309403659
12060,Barnim,192776.0,26788.0,117308.0,48680.0,49.4,2487.0,5.4,38184.0,12.900983524920115
12061,Dahme-Spreewald,177662.0,25005.0,108752.0,43905.0,48.8,2241.0,3.8,41179.0,12.613839763145748
12062,Elbe-Elster,98750.0,11885.0,57049.0,29816.0,54.2,1767.0,6.6,36721.0,17.89367088607595
12063,Havelland,169721.0,23945.0,105896.0,39880.0,48.8,2136.0,6.1,37113.0,12.58536068017511
12064,MÃ¤rkisch-Oderland,197785.0,27289.0,119635.0,50861.0,50.6,2724.0,5.6,38363.0,13.772530778370452
12065,Oberhavel,217290.0,29536.0,134913.0,52841.0,49.6,2695.0,5.1,40122.0,12.402779695338028
12066,Oberspreewald-Lausitz,108434.0,13267.0,62432.0,32735.0,53.6,1769.0,7.2,39948.0,16.31407123227032
12067,Oder-Spree,180499.0,23401.0,106708.0,50390.0,51.6,2719.0,6.4,42726.0,15.063795367287353
12068,Ostprignitz-Ruppin,99372.0,12359.0,59131.0,27882.0,52.2,1525.0,7.0,37274.0,15.346375236485127
12069,Potsdam-Mittelmark,220158.0,30944.0,135403.0,53811.0,50.0,2555.0,4.6,40130.0,11.605301646998974
12070,Prignitz,76148.0,9075.0,44593.0,22480.0,53.7,1263.0,8.2,36788.0,16.586121762882808
12071,Spree-NeiÃe,110580.0,13458.0,63383.0,33739.0,55.0,1779.0,6.0,37962.0,16.087900162778077
12072,Teltow-FlÃ¤ming,177420.0,25391.0,111153.0,40876.0,47.5,2252.0,5.0,41536.0,12.693044752564536
12073,Uckermark,117797.0,14063.0,68063.0,35671.0,54.3,1983.0,11.2,37779.0,16.83404500963522
13003,Rostock,204948.0,24198.0,128545.0,52205.0,44.9,2800.0,7.6,42001.0,13.662002068817456
13004,Schwerin,97850.0,12524.0,58696.0,26630.0,48.0,1575.0,10.2,42306.0,16.096065406234032
13071,Mecklenburgische Seenplatte,247575.0,30759.0,144648.0,72168.0,53.1,4095.0,9.0,38171.0,16.540442290215086
13072,Rostock,218780.0,30344.0,130173.0,58263.0,51.1,3006.0,6.0,36753.0,13.739829966176066
13073,Vorpommern-RÃ¼gen,216175.0,25787.0,127952.0,62436.0,53.1,3580.0,9.2,37036.0,16.560656875216836
13074,Nordwestmecklenburg,157160.0,20894.0,95011.0,41255.0,50.4,2270.0,6.8,38098.0,14.443878849580045
13075,Vorpommern-Greifswald,226181.0,27734.0,134881.0,63566.0,51.4,3667.0,9.1,37444.0,16.212679225929676
13076,Ludwigslust-Parchim,209372.0,27759.0,125610.0,56003.0,51.6,2934.0,6.3,37283.0,14.013335116443459
14511,Chemnitz,245150.0,32804.0,144303.0,68043.0,47.1,3598.0,8.9,41636.0,14.676728533550888
14521,Erzgebirgskreis,322179.0,41080.0,180244.0,100855.0,52.9,5186.0,5.3,35816.0,16.096641928865633
14522,Mittelsachsen,297766.0,38711.0,171374.0,87681.0,52.0,4578.0,5.5,37687.0,15.374488692463208
14523,Vogtlandkreis,221088.0,26671.0,125567.0,68850.0,53.5,3805.0,6.0,37002.0,17.21034158344189
14524,Zwickau,309866.0,38865.0,178193.0,92808.0,52.3,5289.0,5.4,40552.0,17.068668392143703
14612,Dresden,563019.0,79823.0,360186.0,123010.0,41.9,5860.0,6.5,45012.0,10.408174502103837
14625,Bautzen,294746.0,40284.0,168990.0,85472.0,51.9,4361.0,6.2,38088.0,14.795790273659353
14626,GÃ¶rlitz,245867.0,31149.0,138007.0,76711.0,53.7,4118.0,8.9,36370.0,16.7488926940175
14627,MeiÃen,240368.0,32267.0,138803.0,69298.0,51.8,3512.0,6.0,39719.0,14.610929907475205
14628,SÃ¤chsische Schweiz-Osterzgebirge,245143.0,34079.0,141485.0,69579.0,50.8,3497.0,5.3,37689.0,14.265143202131
14713,Leipzig,608013.0,83552.0,405031.0,119430.0,39.7,6751.0,7.7,44194.0,11.103381013234914
14729,Leipzig,260706.0,35796.0,153138.0,71772.0,51.1,3617.0,5.8,38562.0,13.87386558038557
14730,Nordsachsen,200778.0,27105.0,119411.0,54262.0,50.7,2796.0,6.6,39999.0,13.925828527029854
15001,Dessau-RoÃlau,76062.0,8852.0,42466.0,24744.0,54.4,1558.0,9.1,40505.0,20.48328994767427
15002,Halle (Saale),227639.0,30194.0,141692.0,55753.0,43.7,3196.0,9.5,40725.0,14.039773501025747
15003,Magdeburg,242491.0,30943.0,152346.0,59202.0,44.2,3337.0,8.8,40691.0,13.76133547224433
15081,Altmarkkreis Salzwedel,80780.0,10401.0,48668.0,21711.0,52.0,1230.0,6.9,35838.0,15.226541223075019
15082,Anhalt-Bitterfeld,153801.0,18242.0,90216.0,45343.0,53.0,2631.0,7.3,38946.0,17.106520763844188
15083,BÃ¶rde,168593.0,22217.0,102268.0,44108.0,50.9,2392.0,5.3,39744.0,14.188014923514025
15084,Burgenlandkreis,175217.0,21619.0,102009.0,51589.0,52.8,2893.0,7.4,38218.0,16.51095498724439
15085,Harz,207134.0,23617.0,120950.0,62567.0,53.6,3740.0,5.4,37377.0,18.055944461073505
15086,Jerichower Land,88695.0,11324.0,52476.0,24895.0,52.5,1350.0,6.9,37699.0,15.220700152207002
15087,Mansfeld-SÃ¼dharz,130162.0,14642.0,74281.0,41239.0,55.0,2375.0,10.2,36504.0,18.24649283200934
15088,Saalekreis,182677.0,23870.0,109096.0,49711.0,51.2,2583.0,6.6,41915.0,14.139711074738473
15089,Salzlandkreis,182296.0,21804.0,106988.0,53504.0,53.1,3148.0,8.3,38674.0,17.268618071707554
15090,Stendal,106793.0,13470.0,63333.0,29990.0,52.8,1806.0,9.4,37278.0,16.911220772897103
15091,Wittenberg,122230.0,14687.0,70352.0,37191.0,54.0,1966.0,6.9,36920.0,16.084430990755134
16051,Erfurt,219549.0,28809.0,140095.0,50645.0,44.2,2531.0,6.3,41809.0,11.528178219896242
16052,Gera,95695.0,12321.0,55401.0,27973.0,50.8,1475.0,9.9,39903.0,15.413553477193165
16053,Jena,110076.0,14362.0,70787.0,24927.0,41.2,1200.0,5.9,46391.0,10.901558922925979
16054,Suhl,36307.0,3673.0,20732.0,11902.0,54.7,573.0,7.0,39651.0,15.782080590519735
16055,Weimar,65528.0,8762.0,40775.0,15991.0,45.3,838.0,6.3,40003.0,12.788426321572459
16061,Eichsfeld,102699.0,14825.0,60928.0,26946.0,49.2,1304.0,4.4,36656.0,12.697299876337647
16062,Nordhausen,81502.0,10308.0,48079.0,23115.0,51.4,1344.0,8.5,38530.0,16.49039287379451
16063,Wartburgkreis,156334.0,19992.0,92988.0,43354.0,51.4,2260.0,5.6,41235.0,14.456228331648907
16064,Unstrut-Hainich-Kreis,96458.0,13094.0,57051.0,26313.0,50.7,1473.0,7.4,36878.0,15.270895104605112
16065,KyffhÃ¤userkreis,72556.0,8866.0,42300.0,21390.0,53.1,1224.0,8.5,37547.0,16.869728209934397
16066,Schmalkalden-Meiningen,121151.0,14800.0,71647.0,34704.0,52.1,1947.0,4.9,36546.0,16.07085372799234
16067,Gotha,136933.0,17589.0,82828.0,36516.0,50.2,1974.0,6.3,39018.0,14.415809191356356
16068,SÃ¶mmerda,68109.0,9058.0,40678.0,18373.0,50.9,954.0,6.4,38016.0,14.006959432674096
16069,Hildburghausen,60691.0,7619.0,36426.0,16646.0,51.6,944.0,4.6,37771.0,15.554200787596184
16070,Ilm-Kreis,107002.0,13453.0,64502.0,29047.0,49.9,1548.0,5.9,40989.0,14.467019308050316
16071,Weimarer Land,82868.0,11915.0,49331.0,21622.0,49.8,1043.0,4.5,38359.0,12.586281797557561
16072,Sonneberg,55959.0,6283.0,33225.0,16451.0,52.9,943.0,5.2,37418.0,16.85162351006987
16073,Saalfeld-Rudolstadt,101111.0,12087.0,58007.0,31017.0,53.9,1641.0,6.2,38569.0,16.229688164492487
16074,Saale-Holzland-Kreis,84040.0,10998.0,49667.0,23375.0,51.3,1009.0,4.8,38705.0,12.006187529747738
16075,Saale-Orla-Kreis,77859.0,9753.0,45536.0,22570.0,52.7,1183.0,5.6,35973.0,15.194132983983867
16076,Greiz,94488.0,11383.0,53182.0,29923.0,54.9,1593.0,5.7,37230.0,16.859283718567436
16077,Altenburger Land,87955.0,10245.0,49651.0,28059.0,54.4,1453.0,9.2,37519.0,16.519811267125235
