experiment,fold,epoch,train_loss,best_so_far,epochs_since_improvement,lr_group_0,lr,train_seconds,train_batch_avg_seconds,train_eval_seconds,val_loss_seconds,val_seconds,total_seconds,data_wait_seconds,to_device_seconds,forward_seconds,backward_seconds,optimizer_seconds,train_pm25_rmse,train_pm25_mae,train_pm25_r2,train_pm25_n,val_pm25_rmse,val_pm25_mae,val_pm25_r2,val_pm25_n,val_loss
cnn,fold1_iberia,22,0.19098613752785143,False,8,0.0003,0.0003,2.0486191026866436,0.1575860848220495,0.6405057553201914,0.12298965826630592,0.2613015007227659,3.0736438930034637,1.3977222200483084,0.038291383534669876,0.1777265928685665,0.4072358198463917,0.02570902742445469,3.395869172851535,2.167375478982863,0.5594342721185912,1000,2.5951644059662407,1.9800931152399979,-0.016657935550759673,204,0.25841856002807617
cnn,fold1_iberia,23,0.19485902040300243,False,9,0.0003,0.0003,2.064169965684414,0.15878230505264723,0.6326016131788492,0.1278320625424385,0.26304228231310844,3.087869882583618,1.4278676062822342,0.03864197991788387,0.17783401906490326,0.3931970149278641,0.024724559858441353,3.0505621853309584,1.9537587707485107,0.6444762863798871,1000,2.8524208857940483,2.1922507539620426,-0.22820912144736738,204,0.28534430265426636
cnn,fold1_iberia,24,0.1867097666404164,False,10,0.0003,0.0003,1.984984815120697,0.15269113962466901,0.6412894483655691,0.1264099981635809,0.26639167591929436,3.019306492060423,1.3487535510212183,0.03809088468551636,0.17833139561116695,0.4003361891955137,0.017595402896404266,3.0367479692273687,2.0010541092968337,0.6476889147076101,1000,2.7272183144986615,2.154242293659689,-0.12275477905358034,204,0.28312948346138
cnn,fold1_iberia,25,0.187842527451498,False,11,0.0003,0.0003,2.1164941117167473,0.1628072393628267,0.7073878161609173,0.1292291171848774,0.26556107588112354,3.2188989892601967,1.4828805979341269,0.037899186834692955,0.17804197035729885,0.39677135832607746,0.018860211595892906,3.0144534771461005,1.9723581266334944,0.6528429572900865,1000,2.920101547931053,2.2962121704220975,-0.28718512383995387,204,0.31288132071495056
cnn,fold1_iberia,26,0.19712680743202549,False,12,0.0003,0.0003,2.08381774276495,0.16029367252038076,0.647156972438097,0.12283650040626526,0.25496979616582394,3.109013419598341,1.4406091216951609,0.03817748464643955,0.1777823604643345,0.40770434588193893,0.01760067790746689,3.260239839167921,2.073120848429184,0.5939234516555623,1000,2.68679333689189,2.0397150668978625,-0.08971675409107838,204,0.28017571568489075
cnn,fold1_iberia,27,0.182194204823922,False,13,0.0003,0.0003,1.989211868494749,0.15301629757651916,0.6329903807491064,0.1252905000001192,0.26087312027812004,3.008596682921052,1.3528033997863531,0.038534462451934814,0.1779460646212101,0.3998961001634598,0.018059182912111282,3.5665167873176453,2.2912367782628498,0.5140435465408202,1000,2.688427289621902,1.9789540098373373,-0.09104256285605894,204,0.27305543422698975
cnn,fold1_iberia,28,0.17790526517461783,False,14,0.0003,0.0003,2.014904072508216,0.15499262096217045,0.631006296724081,0.11086457967758179,0.2466852404177189,3.0036869160830975,1.3702559508383274,0.03847421519458294,0.17818614467978477,0.4075272250920534,0.018535351380705833,3.03604549562765,1.9798270533747413,0.6478518920858294,1000,2.997929208807376,2.385816221041394,-0.3567125733987393,204,0.3227680027484894
cnn,fold1_iberia,29,0.17814193592461725,False,15,0.0003,0.0003,2.0208914671093225,0.1554531897776402,0.6400564443320036,0.1338373888283968,0.26199162006378174,3.0569967944175005,1.3926892802119255,0.03840053826570511,0.1775988843291998,0.39265162870287895,0.017645737156271935,3.701976575584733,2.597656915056792,0.4764283271285462,1000,4.644087815667379,3.8662568356562677,-2.2557117690432937,204,0.524645984172821
cnn,fold1_iberia,30,0.1748866759482704,False,16,0.0003,0.0003,2.0033090505748987,0.15410069619806913,0.6445364989340305,0.1232952680438757,0.2618615310639143,3.0332312807440758,1.3638047706335783,0.038413144648075104,0.17786858417093754,0.4028465822339058,0.018412012606859207,3.670978046125341,2.307145510329664,0.48515987946643746,1000,2.7458635204009245,2.037939462267316,-0.13815915923435562,204,0.28541669249534607
cnn,fold1_iberia,31,0.17302246185559803,False,17,0.0003,0.0003,2.0430592093616724,0.15715840072012865,0.6418651677668095,0.11042995750904083,0.2504775617271662,3.04605308547616,1.4122176356613636,0.038225945085287094,0.1776448916643858,0.3939273301512003,0.01905420422554016,2.9891812501168147,1.949122577781026,0.6586394672199738,1000,2.838893773714311,2.1510851059306653,-0.21658760533348453,204,0.2892707884311676
cnn,fold1_iberia,32,0.17034542230635918,False,18,0.0003,0.0003,1.9813207723200321,0.152409290178464,0.6460051331669092,0.12613368034362793,0.26201213896274567,3.0156950261443853,1.3530519418418407,0.03840841166675091,0.1777131911367178,0.39188697561621666,0.018330400809645653,2.8385258468518044,1.8631673639411461,0.6921816434893653,1000,3.194598541619615,2.4666056201184907,-0.5405566784609088,204,0.33993202447891235
cnn,fold1_iberia,33,0.16638092931570703,False,19,0.0003,0.0003,1.9919703416526318,0.1532284878194332,0.6339316293597221,0.12745115160942078,0.2636726014316082,3.0172453951090574,1.3578310683369637,0.0385384988039732,0.17767215333878994,0.3984842710196972,0.017562884837388992,3.2006929922116893,2.28974301366199,0.6086216060529226,1000,4.253942640207666,3.5564676709649086,-1.7316708114089545,204,0.48203685879707336
cnn,fold1_iberia,34,0.17104710740733234,False,20,0.0003,0.0003,1.9593560826033354,0.15071969866179502,0.6004243474453688,0.11731979623436928,0.2588521707803011,2.936188366264105,1.3164675664156675,0.038912458345294,0.17799686081707478,0.4039924144744873,0.020029796287417412,3.603768983706023,2.286298508057965,0.5038389190144099,1000,2.718796515886279,2.017904321238242,-0.11583122998255524,204,0.2794468402862549
cnn,fold1_iberia,35,0.17150848609015398,False,21,0.0003,0.0003,1.8670813106000423,0.14362163927692634,0.6204943954944611,0.13446916081011295,0.2835808414965868,2.9058483615517616,1.2246762458235025,0.0388616006821394,0.1780286580324173,0.40306912548840046,0.02048613876104355,2.9775817364328496,1.9099969808335524,0.6612836250665215,1000,2.893310072369537,2.2732749195664153,-0.2636740313111978,204,0.3089849352836609
cnn,fold1_iberia,36,0.16883047106177082,False,22,0.0003,0.0003,2.2136893775314093,0.17028379827164686,0.6720153614878654,0.12509245052933693,0.258159127086401,3.2691904176026583,1.5674764085561037,0.037303170189261436,0.17793281935155392,0.4078648220747709,0.021032650023698807,2.929753115720122,1.9684144978514773,0.6720777702412934,1000,2.7442652061453816,2.1815199991748564,-0.13683454382375237,204,0.2818014919757843
cnn,fold1_iberia,37,0.17475320974411948,False,23,0.0003,0.0003,1.9080632477998734,0.14677409598460564,0.6051561255007982,0.1119765192270279,0.24753564968705177,2.872960476204753,1.2772104535251856,0.03865602798759937,0.1775096394121647,0.38973554968833923,0.02297416515648365,3.1732543184699598,1.9996891402848633,0.6153032048377973,1000,2.70019202206855,2.047137917425333,-0.10061240250841141,204,0.2814226448535919
cnn,fold1_iberia,38,0.17193711277379886,False,24,0.0003,0.0003,1.9944287221878767,0.15341759401445204,0.6317148879170418,0.12479505129158497,0.2610969301313162,3.0122655108571053,1.3651383928954601,0.038645064458251,0.17776376381516457,0.3935458604246378,0.01746322773396969,3.263027223593954,2.0635673359196733,0.5932287939830312,1000,2.6056128811745203,2.0250848217578303,-0.02486081399371942,204,0.27291417121887207
cnn,fold1_iberia,39,0.16200926673971788,False,25,0.0003,0.0003,1.9643285740166903,0.15110219800128386,0.6242524310946465,0.13354982621967793,0.24741334095597267,2.9697722420096397,1.336984721943736,0.03827953711152077,0.17758909054100513,0.39176216907799244,0.01781388372182846,3.7310574783979096,2.3451490274623508,0.46817017619251944,1000,2.591621289933081,1.9451826970792623,-0.013883792943417461,204,0.2531956434249878
cnn,fold2_france,1,0.4166269740839114,True,0,0.0003,0.0003,1.6513468883931637,0.15012244439937852,0.604748735204339,0.24489589594304562,0.4518679976463318,2.9530196879059076,1.1178756412118673,0.03182630240917206,0.15317362174391747,0.3307832609862089,0.016054488718509674,5.421422543782875,4.050164286883613,-0.011010778972457391,1000,3.2316338722514133,2.9168691074409785,-2.8148429622581492,362,0.3183208703994751
cnn,fold2_france,2,0.3282121625439874,True,0,0.0003,0.0003,1.824174290522933,0.16583402641117573,0.6175578162074089,0.21426240913569927,0.4458777364343405,3.1020778603851795,1.2923516631126404,0.03120550885796547,0.14875786192715168,0.3338418733328581,0.016259536147117615,5.089400313975055,3.6572312416048782,0.10903120095501528,1000,2.6953928989966753,2.3750355980293834,-1.6538509135631818,362,0.24046576023101807
cnn,fold2_france,3,0.30493542928805295,False,1,0.0003,0.0003,1.796409947797656,0.16330999525433237,0.6227288711816072,0.2254700381308794,0.447240574285388,3.0920416824519634,1.2695022989064455,0.031237300485372543,0.14893583580851555,0.3293740414083004,0.015687478706240654,4.364789487516827,3.0886844338742327,0.34467629724637294,1000,3.11031409678259,2.69083135883639,-2.5337909918377406,362,0.2834966778755188
cnn,fold2_france,4,0.28811221287168304,False,2,0.0003,0.0003,1.7216900195926428,0.15651727450842207,0.6245033834129572,0.21381397731602192,0.44638553634285927,3.0066656041890383,1.176639186218381,0.03198177181184292,0.14904325269162655,0.34579591639339924,0.01653253100812435,4.308511882845918,2.9438531465220485,0.3614662437580911,1000,3.342666841072997,2.7145319189135897,-3.081488229253744,362,0.2972690165042877
cnn,fold2_france,5,0.28370708158646507,False,3,0.0003,0.0003,1.7307450771331787,0.1573404615575617,0.6544170659035444,0.2232626173645258,0.4468033518642187,3.0554948151111603,1.1941261552274227,0.03193923085927963,0.14863072521984577,0.33890844881534576,0.015425007790327072,3.9992029863561034,2.836538563472853,0.4498562705089524,1000,3.456100832839718,2.956411784413963,-3.3632005088890695,362,0.30863553285598755
cnn,fold2_france,6,0.2575845841703744,False,4,0.0003,0.0003,1.686747258529067,0.15334065986627882,0.6198524180799723,0.21849454380571842,0.4507198967039585,2.9760829377919436,1.1538322698324919,0.032234277576208115,0.14929144270718098,0.33368827775120735,0.015981335192918777,3.901296162914027,2.588956954698373,0.47646332273311454,1000,2.806587050560838,2.318531454244805,-1.8773281595583304,362,0.22798514366149902
cnn,fold2_france,7,0.26150903756591093,True,0,0.0003,0.0003,1.6662410888820887,0.15147646262564443,0.6170866955071688,0.22102505527436733,0.45016446709632874,2.9547814168035984,1.127300700172782,0.031893059611320496,0.14896788075566292,0.3411539364606142,0.015276918187737465,3.871229000839995,2.5719060321088625,0.4845019861802363,1000,2.478565079470011,2.0676380819581994,-1.2440525106293823,362,0.179509237408638
cnn,fold2_france,8,0.2432593120925728,True,0,0.0003,0.0003,1.6924146339297295,0.15385587581179358,0.6697302591055632,0.24908738769590855,0.46086085587739944,3.0722860526293516,1.1613627653568983,0.03202543035149574,0.14859185554087162,0.3336499407887459,0.015139609575271606,4.2949164308429415,2.815751084534642,0.36548965538431344,1000,2.252770958150103,1.8018018767943922,-0.8538152027353103,362,0.1569492667913437
cnn,fold2_france,9,0.248919407526652,False,1,0.0003,0.0003,1.668524233624339,0.15168402123857627,0.7478015702217817,0.22293738834559917,0.4637030176818371,3.103169549256563,1.1414124984294176,0.03200192376971245,0.1488294079899788,0.3295032996684313,0.015151333063840866,4.13236942800821,2.700119887597124,0.41260864432028255,1000,3.9422056578574596,3.291588325695739,-4.676895707700452,362,0.3477003276348114
cnn,fold2_france,10,0.2407590438579691,False,2,0.0003,0.0003,1.651919947937131,0.15017454072155736,0.6309106666594744,0.2189104352146387,0.47474295645952225,2.976763356477022,1.1178676765412092,0.032074788585305214,0.14910554885864258,0.33615545369684696,0.015087932348251343,3.695549409021962,2.4821144441197265,0.5302278165481094,1000,2.4858431643527057,2.0290802357268958,-1.2572507793474426,362,0.18156370520591736
cnn,fold2_france,11,0.24490935226966595,False,3,0.0003,0.0003,1.6853916086256504,0.15321741896596822,0.6495522819459438,0.22280135564506054,0.48160102404654026,3.0396784618496895,1.153353514149785,0.03207940235733986,0.1492308508604765,0.3320770990103483,0.016855783760547638,3.757208525239385,2.475685787407489,0.5144210302344181,1000,2.4787085586584885,1.9614612137475143,-1.2443123255965451,362,0.18067046999931335
cnn,fold2_france,12,0.23372055607280512,False,4,0.0003,0.0003,1.6801643520593643,0.15274221382357858,0.6325952783226967,0.21745062246918678,0.46223260648548603,2.9927055425941944,1.1539518628269434,0.0318846870213747,0.1491014752537012,0.3281486202031374,0.01539384014904499,3.571686543330033,2.349483515142588,0.5611905757930653,1000,2.33008855753864,1.8714012263787119,-0.9832488733881928,362,0.16375884413719177
cnn,fold2_france,13,0.23308993756085977,False,5,0.0003,0.0003,1.6931951027363539,0.1539268275214867,0.6813243422657251,0.26835393719375134,0.4845593962818384,3.127696620300412,1.1526247579604387,0.0319688580930233,0.14899219758808613,0.340603893622756,0.01731725223362446,3.721014904229887,2.4862119883441873,0.5237312459207223,1000,2.2685033746711616,1.801545246063956,-0.8797981646640545,362,0.15725821256637573
cnn,fold2_france,14,0.22200187184344763,False,6,0.0003,0.0003,1.918522622436285,0.17441114749420772,0.6346421502530575,0.2287545446306467,0.45732601173222065,3.2395009472966194,1.3794258330017328,0.03195981681346893,0.14905316196382046,0.3395257592201233,0.016820037737488747,3.574875203028499,2.4396508018828853,0.5604067228482077,1000,3.4838537794701123,2.9530515771288823,-3.4335560151689526,362,0.3112475275993347
cnn,fold2_france,15,0.22362962125361652,False,7,0.0003,0.0003,1.6697421744465828,0.15179474313150754,0.6469705998897552,0.218210743740201,0.4542552698403597,2.9894412755966187,1.1426428407430649,0.03201272338628769,0.1485922448337078,0.32825721986591816,0.016518166288733482,3.632893207226506,2.4068680116416212,0.5460222854551435,1000,2.8737163548893725,2.3152599846167696,-2.0166169098928126,362,0.21820978820323944
cnn,fold2_france,16,0.21276354789733887,True,0,0.0003,0.0003,1.675670387223363,0.15233367156576028,0.6267342530190945,0.22065017372369766,0.4535492919385433,2.9768629148602486,1.1501147169619799,0.03187230043113232,0.14869974367320538,0.32818556018173695,0.01513255387544632,3.607772242797119,2.3902427915173186,0.5522789671548726,1000,2.1746991364801476,1.7378585919082994,-0.7275503980359452,362,0.14399483799934387
cnn,fold2_france,17,0.21667336458447337,False,1,0.0003,0.0003,1.6982864364981651,0.15438967604528775,0.6387919932603836,0.2185325250029564,0.4614230189472437,3.017228130251169,1.1651118081063032,0.03198792226612568,0.1492420770227909,0.3350992016494274,0.015182580798864365,3.404853808865374,2.41565853783938,0.6012265729582509,1000,3.2869846347332623,2.7216400613178893,-2.9466417862200966,362,0.2797788679599762
cnn,fold2_france,18,0.22074023197437154,False,2,0.0003,0.0003,1.663144188001752,0.15119492618197744,0.6547457873821259,0.218344921246171,0.4444298632442951,2.9809308499097824,1.1356078814715147,0.03216462396085262,0.14862664602696896,0.32869875989854336,0.016354607418179512,3.496023214619902,2.3658279404822524,0.579585305948412,1000,2.2293812786520695,1.7649174615195964,-0.8155201002555257,362,0.15255793929100037
cnn,fold2_france,19,0.21787330062910057,True,0,0.0003,0.0003,1.6358001790940762,0.14870910719037056,0.6405706461519003,0.24728023633360863,0.4692502040416002,2.993168778717518,1.1040422525256872,0.03217010200023651,0.14871171116828918,0.3328892346471548,0.016269084066152573,4.272533562139659,2.8406936866038133,0.37208589762814226,1000,2.0385134492186365,1.5614837979071234,-0.5179571916666759,362,0.13856454193592072
cnn,fold2_france,20,0.21593885449157363,False,1,0.0003,0.0003,1.6845644041895866,0.1531422185626897,0.6332711763679981,0.2170557714998722,0.45281084068119526,2.98789531737566,1.141656445339322,0.03192394599318504,0.1499640867114067,0.3431308940052986,0.016213050112128258,3.6047450365276092,2.431500671979403,0.5530299986535769,1000,3.6633045230554298,3.0433581998452213,-3.9020575581611814,362,0.3305942118167877
cnn,fold2_france,21,0.22421867545993848,False,2,0.0003,0.0003,1.6888795495033264,0.1535345045003024,0.6354283299297094,0.22622117027640343,0.4557006098330021,3.0065364819020033,1.1491478849202394,0.03172065131366253,0.14943446591496468,0.3415106199681759,0.015338987112045288,3.4346728296313764,2.3791235546962453,0.5942112334439322,1000,2.561426739970403,2.0709543525781333,-1.3966037799182205,362,0.18690893054008484
cnn,fold2_france,22,0.20381767311315427,False,3,0.0003,0.0003,1.6402889546006918,0.149117177690972,0.6331157386302948,0.2216598056256771,0.45073207654058933,2.9460662063211203,1.1006967462599277,0.032138505950570107,0.1489060465246439,0.34158093109726906,0.015286702662706375,3.4192588744546497,2.2541599915585553,0.5978452184870562,1000,3.226257828809414,2.6380065546943845,-2.802161016569047,362,0.26672330498695374
cnn,fold2_france,23,0.19587837827616725,False,4,0.0003,0.0003,1.8721274808049202,0.17019340734590183,0.7306339144706726,0.2752730045467615,0.45778376422822475,3.3360811229795218,1.342120273038745,0.03221248462796211,0.14868860878050327,0.3315006513148546,0.01590779237449169,3.258805063902116,2.289204472407105,0.6347030584026676,1000,2.8228722379667257,2.3020076128075666,-1.9108163596041314,362,0.21797297894954681
cnn,fold2_france,24,0.19596651504779683,False,5,0.0003,0.0003,1.6726006157696247,0.15205460143360225,0.6259146314114332,0.230827571824193,0.4510816317051649,2.98067756742239,1.1416074205189943,0.03228800930082798,0.14896265044808388,0.3322591930627823,0.015796298161149025,3.6130553858314407,2.4340090197170228,0.5509667412171225,1000,3.4374571556062845,2.887655334647772,-3.316253560181651,362,0.2998698055744171
cnn,fold2_france,25,0.193740281565436,False,6,0.0003,0.0003,1.6619487591087818,0.15108625082807106,0.6388592384755611,0.2232508696615696,0.45731745660305023,2.981635047122836,1.1360266264528036,0.03222249634563923,0.148716876283288,0.32813301123678684,0.015149081125855446,3.6375923365112968,2.40048561432422,0.5448470900625217,1000,2.086385983856525,1.5855448679477,-0.5900898850399725,362,0.1393185257911682
cnn,fold2_france,26,0.19742349646557336,False,7,0.0003,0.0003,1.6563730128109455,0.15057936480099504,0.6256441157311201,0.2210775725543499,0.4786167126148939,2.981983084231615,1.1227633841335773,0.032103281468153,0.14872830919921398,0.33604028075933456,0.015071330592036247,3.2467017847603445,2.1939301197377516,0.6374114624819611,1000,2.530926005143049,2.01566228707376,-1.339867462469622,362,0.18803638219833374
cnn,fold2_france,27,0.1903221620910469,False,8,0.0003,0.0003,1.8080146666616201,0.16436496969651093,0.7321993485093117,0.26910231821238995,0.4512685351073742,3.2608405388891697,1.2723098769783974,0.031821032986044884,0.14908119291067123,0.3376459237188101,0.015498647466301918,3.3881369597045308,2.234118586164472,0.6051326852070272,1000,2.573204896432187,2.0732969555279195,-1.4186949629261578,362,0.1876755654811859
cnn,fold2_france,28,0.19016208045784083,False,9,0.0003,0.0003,1.6710857599973679,0.15191688727248798,0.632521741092205,0.21501339599490166,0.4515879862010479,2.970467437058687,1.1244569700211287,0.03634386882185936,0.14865361712872982,0.3447200693190098,0.015184437856078148,3.605549312322458,2.3545672022459936,0.5528305242091399,1000,2.671213184033563,2.1087265143767104,-1.606450377037488,362,0.1974559873342514
