station_code,split,country,land,lat,lon,fold,saved_pm25_target,valid_pm25_days,valid_pm10_days,annual_pm25,annual_pm10,pm25_day_deficit_vs_threshold,passes_pm25_90pct,pm10_or_only_case,annual_pm25_abs_diff,audit_status
IT0707A,development_cv,IT,,45.69028,9.64389,fold3_italy,17.526404100691824,356,362,17.52640449438202,23.345303867403317,-27,True,False,3.936901968870643e-07,computed
IT0771A,development_cv,IT,,45.80444,9.08361,fold3_italy,14.776433576609026,349,350,14.776433524355301,21.793952085714288,-20,True,False,5.225372490258451e-08,computed
IT0777A,development_cv,IT,,45.697590000000005,9.40629,fold3_italy,16.70082867661361,362,362,16.700828729281767,26.553591160220993,-33,True,False,5.2668156058643945e-08,computed
IT0778A,development_cv,IT,,45.51833,9.59139,fold3_italy,20.51810600193684,359,363,20.518105849582174,27.820385674931128,-30,True,False,1.5235466577223633e-07,computed
IT0804A,development_cv,IT,,44.79361,10.33167,fold3_italy,16.561452827409365,358,355,16.56145251396648,26.51830985915493,-29,True,False,3.134428858686533e-07,computed
IT0825A,development_cv,IT,,41.947475,12.46964,fold3_italy,13.16638436721075,354,357,13.166384322033899,28.371990084033616,-25,True,False,4.5176850704820026e-08,computed
IT0840A,development_cv,IT,,45.28472,9.86417,fold3_italy,24.716712817856383,359,362,24.716713091922003,34.84696132596685,-30,True,False,2.74065619976227e-07,computed
IT0854A,development_cv,IT,,44.41816,8.92737,fold3_italy,10.097513309138971,346,337,10.09751329938876,16.31193040613304,-17,True,False,9.750211305004086e-09,computed
IT0858A,development_cv,IT,,44.39489,8.99154,fold3_italy,5.804062401161301,346,346,5.8040624171561594,9.177613280055791,-17,True,False,1.5994858770795872e-08,computed
IT0861A,development_cv,IT,,43.77306,11.27222,fold3_italy,13.925501572796744,349,349,13.925501432664756,29.501432664756447,-20,True,False,1.4013198779139202e-07,computed
IT0862A,development_cv,IT,,43.78667,11.2875,fold3_italy,11.396396427847469,333,335,11.396396396396396,21.99402985074627,-4,True,False,3.1451072857180407e-08,computed
IT0863A,development_cv,IT,,42.42195,12.10917,fold3_italy,8.55766034786819,359,360,8.557660334261838,18.575278611111113,-30,True,False,1.3606351600969901e-08,computed
IT0867A,development_cv,IT,,42.40417,12.85833,fold3_italy,9.546723843720091,351,357,9.546723846153846,18.30672330532213,-22,True,False,2.433754531239174e-09,computed
IT0871A,development_cv,IT,,41.68895,13.257925,fold3_italy,16.42885238517685,357,359,16.428852016806722,27.315879080779943,-28,True,False,3.683701272905182e-07,computed
IT0885A,development_cv,IT,,42.09159,11.80249,fold3_italy,8.847262224808928,347,354,8.847262247838616,23.461582401129945,-18,True,False,2.302968837852859e-08,computed
IT0887A,development_cv,IT,,41.99556,12.72639,fold3_italy,9.30311623462374,353,353,9.303116232294618,20.97110611898017,-24,True,False,2.329121784327981e-09,computed
IT0889A,development_cv,IT,,41.725,13.00944,fold3_italy,17.285754409760898,358,352,17.285754581005587,30.335797017045454,-29,True,False,1.7124468953966243e-07,computed
IT0892A,development_cv,IT,,44.48333,11.355,fold3_italy,14.191549475934504,355,348,14.191549295774648,22.155172413793103,-26,True,False,1.8015985681074653e-07,computed
IT0898A,development_cv,IT,,40.85278,14.25139,fold3_italy,14.704863039611576,359,359,14.704863033432458,27.249685733432756,-30,True,False,6.179117661986311e-09,computed
IT0903A,development_cv,IT,,44.51611,10.73389,fold3_italy,14.786703769763928,361,362,14.786703601108034,23.519337016574585,-32,True,False,1.686558945834804e-07,computed
IT0908A,development_cv,IT,,46.47028,10.3725,fold3_italy,9.160227272948468,352,361,9.160227272727273,12.068421052631578,-23,True,False,2.21195506355798e-10,computed
IT0912A,development_cv,IT,,45.19389,9.16472,fold3_italy,19.31652044890151,331,341,19.31652,27.709874721407623,-2,True,False,4.489015097419724e-07,computed
IT0934A,development_cv,IT,,41.13146,14.78938,fold3_italy,17.39031458788808,342,343,17.390314427692832,27.450793862844016,-13,True,False,1.6019524906596416e-07,computed
IT0940A,development_cv,IT,,44.69083,10.66472,fold3_italy,15.572222170929953,360,360,15.572222222222223,24.055555555555557,-31,True,False,5.1292269986902284e-08,computed
IT0945A,development_cv,IT,,43.87472,11.10528,fold3_italy,12.937676895498663,353,353,12.937677053824363,22.320113314447593,-24,True,False,1.5832569921769846e-07,computed
IT0950A,development_cv,IT,,43.46111,11.88889,fold3_italy,13.014326660879654,349,349,13.01432664756447,20.326647564469916,-20,True,False,1.3315183622353288e-08,computed
IT0953A,development_cv,IT,,41.93278,12.50695,fold3_italy,10.954706012555306,340,352,10.95470605882353,22.738069176136364,-11,True,False,4.626822480702231e-08,computed
IT0956A,development_cv,IT,,41.85778,12.56861,fold3_italy,13.26022747100741,352,357,13.260227528409091,24.9997206162465,-23,True,False,5.740168163015369e-08,computed
IT0957A,development_cv,IT,,41.93139,12.65917,fold3_italy,11.767732926372132,344,349,11.767732936046512,21.828941203438394,-15,True,False,9.674380407886929e-09,computed
IT0963A,development_cv,IT,,45.49917,12.26222,fold3_italy,21.819484203179492,349,352,21.81948424068768,28.025568181818183,-20,True,False,3.750818677872303e-08,computed
IT0966A,development_cv,IT,,46.06611,13.24056,fold3_italy,12.161473239328002,353,354,12.161473087818697,18.23446327683616,-24,True,False,1.515093046577931e-07,computed
IT0983A,development_cv,IT,,45.73583,7.32417,fold3_italy,8.886118891996313,366,366,8.886118889228298,15.354140928169794,-37,True,False,2.768015150422798e-09,computed
IT0989A,development_cv,IT,,42.5725,12.96195,fold3_italy,7.589887657988891,356,356,7.589887696629213,13.7311797752809,-27,True,False,3.864032205314061e-08,computed
IT0992A,development_cv,IT,,41.67,13.67445,fold3_italy,10.668907661175933,357,361,10.668907675070027,15.266759224376731,-28,True,False,1.3894094763600151e-08,computed
IT1011A,development_cv,IT,,42.56,12.65083,fold3_italy,17.246537513692374,361,360,17.246537396121884,28.125,-32,True,False,1.1757049023231048e-07,computed
IT1016A,development_cv,IT,,45.46972,9.19806,fold3_italy,21.131163757763165,338,339,21.131163698224853,31.03185843657817,-9,True,False,5.953831205829374e-08,computed
IT1037A,development_cv,IT,,46.06445,11.12667,fold3_italy,12.928480560358244,362,361,12.928480662983425,18.50994459833795,-33,True,False,1.026251812419332e-07,computed
IT1043A,development_cv,IT,,44.0625,12.55333,fold3_italy,16.030986203731953,355,360,16.03098591549296,25.119444444444444,-26,True,False,2.882389935621177e-07,computed
IT1048A,development_cv,IT,,44.21917,12.04889,fold3_italy,14.900552116342569,362,355,14.900552486187845,21.422535211267604,-33,True,False,3.6984527618244556e-07,computed
IT1065A,development_cv,IT,,45.76083,11.73667,fold3_italy,14.415730299090583,356,355,14.415730337078651,23.49014084507042,-27,True,False,3.798806780253017e-08,computed
IT1110A,development_cv,IT,,43.73889,10.40167,fold3_italy,12.51977400089935,354,354,12.519774011299434,21.550847457627118,-25,True,False,1.040008434927131e-08,computed
IT1128A,development_cv,IT,,45.15508,7.65859,fold3_italy,17.022099532285953,362,357,17.022099447513813,24.04201680672269,-33,True,False,8.477213953028695e-08,computed
IT1130A,development_cv,IT,,45.14313,7.77813,fold3_italy,19.630372618893105,349,349,19.630372492836678,32.44699140401146,-20,True,False,1.260564275185061e-07,computed
IT1143A,development_cv,IT,,44.2725,8.43889,fold3_italy,8.62000001703219,340,342,8.620000000000001,17.501169590643272,-11,True,False,1.703218899251624e-08,computed
IT1144A,development_cv,IT,,44.29389,8.41139,fold3_italy,8.980169946919206,353,355,8.980169971671389,16.350422535211266,-24,True,False,2.4752182525844546e-08,computed
IT1145A,development_cv,IT,,44.31268,8.47293,fold3_italy,12.38198789875769,350,356,12.381987957654351,16.881637597635574,-21,True,False,5.88966617698361e-08,computed
IT1153A,development_cv,IT,,45.13278,10.01667,fold3_italy,23.1617089010221,363,366,23.16170798898072,32.53715846994535,-34,True,False,9.120413793084481e-07,computed
IT1159A,development_cv,IT,,44.49972,11.32833,fold3_italy,14.347107602183982,363,363,14.347107438016529,25.46005509641873,-34,True,False,1.641674529651027e-07,computed
IT1166A,development_cv,IT,,46.40194,13.01111,fold3_italy,11.002890116843949,346,345,11.002890173410405,16.457971014492752,-17,True,False,5.6566456407836085e-08,computed
IT1170A,development_cv,IT,,46.03505,13.22529,fold3_italy,12.954674383864049,353,352,12.954674220963172,18.8125,-24,True,False,1.6290087678783038e-07,computed
IT1177A,development_cv,IT,,45.56056,11.53972,fold3_italy,20.636871047300374,358,354,20.636871508379887,28.717514124293785,-29,True,False,4.610795123483058e-07,computed
IT1179A,development_cv,IT,,44.83972,11.96111,fold3_italy,12.213888789519489,360,360,12.213888888888889,20.302777777777777,-31,True,False,9.936939981969317e-08,computed
IT1180A,development_cv,IT,,43.10306,12.36611,fold3_italy,13.039215711883683,357,358,13.03921568627451,21.463687150837988,-28,True,False,2.560917344851532e-08,computed
IT1182A,development_cv,IT,,43.089445,12.441665,fold3_italy,11.633431074053746,341,357,11.633431085043988,18.168067226890756,-12,True,False,1.0990241605668416e-08,computed
IT1183A,development_cv,IT,,41.49,13.83056,fold3_italy,20.14753624572393,345,344,20.147536753623186,33.45843206395349,-16,True,False,5.078992550977546e-07,computed
IT1184A,development_cv,IT,,41.53139,12.94611,fold3_italy,8.731356135431842,354,357,8.731356129943503,21.149860644257704,-25,True,False,5.488338672421378e-09,computed
IT1186A,development_cv,IT,,43.88389,10.245,fold3_italy,13.324022498903656,358,358,13.324022346368714,24.93854748603352,-29,True,False,1.525349411224397e-07,computed
IT1187A,development_cv,IT,,43.84083,10.57389,fold3_italy,18.761643898779333,365,365,18.76164383561644,28.386301369863013,-36,True,False,6.31628935821027e-08,computed
IT1204A,development_cv,IT,,44.42,12.22556,fold3_italy,13.82369924484936,346,346,13.823699421965317,23.502890173410403,-17,True,False,1.7711595745595332e-07,computed
IT1215A,development_cv,IT,,45.07472,11.78333,fold3_italy,23.490303823428956,361,363,23.490304709141274,31.517906336088153,-32,True,False,8.857123177108406e-07,computed
IT1222A,development_cv,IT,,45.63028,12.59167,fold3_italy,20.378829798717845,359,359,20.37883008356546,27.484679665738163,-30,True,False,2.8484761571689887e-07,computed
IT1247A,development_cv,IT,,45.558705,8.056395,fold3_italy,9.59405940659894,303,353,9.594059405940595,15.337110481586402,26,False,True,6.583462663911632e-10,computed
IT1264A,development_cv,IT,,42.46667,14.21306,fold3_italy,13.311965808988392,351,354,13.311965811965813,22.64491525423729,-22,True,False,2.9774209764354964e-09,computed
IT1269A,development_cv,IT,,39.07,9.01667,fold3_italy,10.27006556248809,360,353,10.270065555555554,21.892917620396602,-31,True,False,6.932536322779015e-09,computed
IT1286A,development_cv,IT,,45.30528,9.48556,fold3_italy,13.467400744069714,350,356,13.46740057142857,30.3292227247191,-21,True,False,1.726411440472475e-07,computed
IT1294A,development_cv,IT,,45.52583,8.73667,fold3_italy,14.893328645041615,325,334,14.893328830769232,21.6937125748503,4,False,True,1.857276163974575e-07,computed
IT1328A,development_cv,IT,,45.89056,12.30806,fold3_italy,16.733146292639066,356,364,16.73314606741573,24.63186813186813,-27,True,False,2.2522333509300552e-07,computed
IT1361A,development_cv,IT,,43.83972,13.01861,fold3_italy,17.15732715836088,364,351,17.15732734806329,25.93019943019943,-35,True,False,1.8970241200122473e-07,computed
IT1388A,development_cv,IT,,45.410835,10.69194,fold3_italy,18.435515166223126,343,353,18.43551501457726,28.06521416430595,-14,True,False,1.5164586741889252e-07,computed
IT1409A,development_cv,IT,,43.71389,10.41056,fold3_italy,13.828651784577955,356,356,13.82865168539326,22.64887640449438,-27,True,False,9.918469601188917e-08,computed
IT1423A,development_cv,IT,,42.45667,14.23472,fold3_italy,12.748265953140905,346,345,12.748265895953756,23.804927536231887,-17,True,False,5.718714923830248e-08,computed
IT1451A,development_cv,IT,,44.66222,11.63944,fold3_italy,15.177842621072944,343,352,15.177842565597668,22.610795454545453,-14,True,False,5.54752759285293e-08,computed
IT1453A,development_cv,IT,,45.37194,11.84194,fold3_italy,22.315641963334503,358,362,22.31564245810056,29.494475138121548,-29,True,False,4.947660556808842e-07,computed
IT1456A,development_cv,IT,,44.11081,9.83211,fold3_italy,10.74462918559804,354,364,10.744629200071822,18.891854276205947,-25,True,False,1.4473782172785832e-08,computed
IT1457A,development_cv,IT,,44.10165,9.8187,fold3_italy,9.379109160537883,358,358,9.37910914952426,15.41904526251702,-29,True,False,1.1013623790745442e-08,computed
IT1464A,development_cv,IT,,45.4975,9.55639,fold3_italy,20.829544988852582,352,355,20.829545454545453,29.942253521126762,-23,True,False,4.656928709323438e-07,computed
IT1475A,development_cv,IT,,45.62421,13.78026,fold3_italy,11.061624598037644,357,357,11.061624649859944,17.81232492997199,-28,True,False,5.182229934064253e-08,computed
IT1487A,development_cv,IT,,41.07795,14.33122,fold3_italy,10.045619333178726,331,341,10.045619335347432,31.84926686217009,-2,True,False,2.168706103589102e-09,computed
IT1488A,development_cv,IT,,41.04592,14.37809,fold3_italy,15.442568687360216,365,365,15.442568710589258,31.883092193955207,-36,True,False,2.3229041801187122e-08,computed
IT1493A,development_cv,IT,,40.86427,14.34108,fold3_italy,18.622209857963735,357,358,18.622209583588422,31.839683537154002,-28,True,False,2.7437531358032174e-07,computed
IT1497A,development_cv,IT,,40.86369,14.25451,fold3_italy,11.66729878413414,338,338,11.667298838505273,21.559548098076306,-9,True,False,5.437113337336541e-08,computed
IT1504A,development_cv,IT,,40.68389,14.76972,fold3_italy,12.043944856098136,361,362,12.043944829236949,24.92198938202894,-32,True,False,2.6861187052418245e-08,computed
IT1510A,development_cv,IT,,45.9303,8.5655,fold3_italy,10.162534432133718,363,363,10.162534435261708,14.03581267217631,-34,True,False,3.12799031121358e-09,computed
IT1523A,development_cv,IT,,44.9089,8.2055,fold3_italy,19.280701887179777,342,347,19.280701754385966,25.596541786743515,-13,True,False,1.3279381150255176e-07,computed
IT1529A,development_cv,IT,,44.3818,7.5382,fold3_italy,11.121126778484836,355,355,11.12112676056338,19.661971830985916,-26,True,False,1.7921456318958917e-08,computed
IT1532A,development_cv,IT,,45.7132,8.2835,fold3_italy,11.955089866436897,334,334,11.955089820359282,16.57185628742515,-5,True,False,4.60776146127273e-08,computed
IT1533A,development_cv,IT,,45.3284,8.4151,fold3_italy,16.533191236271705,366,366,16.53319141162156,23.993002633371486,-37,True,False,1.753498537482301e-07,computed
IT1536A,development_cv,IT,,44.116905,9.84336,fold3_italy,9.765158224201482,351,357,9.765158226949291,18.228392285109038,-22,True,False,2.74780909137462e-09,computed
IT1544A,development_cv,IT,,44.10666,9.8577,fold3_italy,13.73868280790715,356,358,13.738682747231799,20.89990019909559,-27,True,False,6.067535096576648e-08,computed
IT1549A,development_cv,IT,,44.51859,8.87383,fold3_italy,7.318944508968057,360,360,7.318944444444445,13.816722222222221,-31,True,False,6.452361223097114e-08,computed
IT1553A,development_cv,IT,,43.91611,11.00695,fold3_italy,16.497159286630556,352,352,16.49715909090909,25.170454545454547,-23,True,False,1.9572146570112636e-07,computed
IT1557A,development_cv,IT,,43.52,10.32167,fold3_italy,7.670391004254705,358,359,7.670391061452514,16.401114206128135,-29,True,False,5.71978082675173e-08,computed
IT1560A,development_cv,IT,,43.55472,10.32972,fold3_italy,10.387005666683256,354,354,10.387005649717514,21.610169491525422,-25,True,False,1.6965742588581634e-08,computed
IT1575A,development_cv,IT,,39.17722,8.43028,fold3_italy,4.85895494090943,355,346,4.858954985915493,18.98468210982659,-26,True,False,4.500606287649589e-08,computed
IT1576A,development_cv,IT,,39.20334,8.38611,fold3_italy,2.9805102830272476,356,363,2.980510393258427,26.50523338842975,-27,True,False,1.1023117929553905e-07,computed
IT1578A,development_cv,IT,,43.89333,12.91889,fold3_italy,13.288656284473715,365,357,13.288656159785551,26.556582633053225,-36,True,False,1.246881637939623e-07,computed
IT1582A,development_cv,IT,,45.1361,8.4452,fold3_italy,13.696818241995809,278,343,13.696818257599334,20.74868328898124,51,False,True,1.5603525582719158e-08,computed
IT1588A,development_cv,IT,,45.81694,8.82028,fold3_italy,13.1506982515351,358,361,13.150698324022345,18.204155124653738,-29,True,False,7.248724465114265e-08,computed
IT1590A,development_cv,IT,,45.6725,12.23861,fold3_italy,19.232352794452748,340,359,19.23235294117647,28.78272980501393,-11,True,False,1.467237211727479e-07,computed
IT1593A,development_cv,IT,,42.77861,11.11917,fold3_italy,9.546742206236138,353,349,9.546742209631729,18.226361031518625,-24,True,False,3.39559136364187e-09,computed
IT1594A,development_cv,IT,,46.14139,12.21694,fold3_italy,12.441666510552604,360,362,12.441666666666666,18.823204419889503,-31,True,False,1.5611406212201473e-07,computed
IT1596A,development_cv,IT,,45.83695,12.51028,fold3_italy,18.41159459244235,345,361,18.411594202898552,25.42382271468144,-16,True,False,3.895437963308268e-07,computed
IT1606A,development_cv,IT,,41.11322,16.887999999999998,fold3_italy,11.181213865147884,346,341,11.18121387283237,22.88856304985337,-17,True,False,7.684485936465535e-09,computed
IT1609A,development_cv,IT,,40.52111,17.20417,fold3_italy,8.864117651079656,340,353,8.864117647058823,17.28325779036827,-11,True,False,4.02083344397397e-09,computed
IT1611A,development_cv,IT,,40.48861,17.22583,fold3_italy,10.651381193039812,362,363,10.651381215469614,24.495316804407718,-33,True,False,2.242980201572209e-08,computed
IT1613A,development_cv,IT,,40.49445,17.26361,fold3_italy,11.212034313223164,349,352,11.212034383954155,22.353693181818183,-20,True,False,7.073099084209389e-08,computed
IT1618A,development_cv,IT,,40.639075,17.947940000000003,fold3_italy,11.509850771737348,335,335,11.509850746268658,21.90955223880597,-6,True,False,2.5468690267871352e-08,computed
IT1619A,development_cv,IT,,46.03083,11.90583,fold3_italy,17.11977730294851,359,364,17.119777158774372,21.3489010989011,-30,True,False,1.441741375174388e-07,computed
IT1621A,development_cv,IT,,41.12231,16.87256,fold3_italy,11.40361117330491,360,357,11.403611111111111,23.378991596638652,-31,True,False,6.219379855565421e-08,computed
IT1650A,development_cv,IT,,45.62694,9.02417,fold3_italy,19.020127113523177,354,355,19.02012711864407,23.245915492957746,-25,True,False,5.1208921547640784e-09,computed
IT1654A,development_cv,IT,,43.87278,11.09194,fold3_italy,14.581460811621172,356,356,14.581460674157304,23.036516853932586,-27,True,False,1.3746386784418974e-07,computed
IT1681A,development_cv,IT,,43.66028,11.90167,fold3_italy,5.052941086721481,340,347,5.052941176470588,10.463976945244957,-11,True,False,8.974910681303072e-08,computed
IT1692A,development_cv,IT,,45.47833,9.23583,fold3_italy,17.176923092725897,351,354,17.176923076923078,28.43672316384181,-22,True,False,1.580281860924515e-08,computed
IT1696A,development_cv,IT,,46.43444,11.33944,fold3_italy,11.393929983303256,366,0,11.393930040485635,,-37,True,False,5.718237972018869e-08,computed
IT1698A,development_cv,IT,,44.40492,8.96819,fold3_italy,15.072373846755436,356,359,15.072374073717507,21.554327521839205,-27,True,False,2.269620704709041e-07,computed
IT1702A,development_cv,IT,,40.65006,17.94258,fold3_italy,11.203089938764974,356,355,11.203089887640449,21.58732394366197,-27,True,False,5.112452505784404e-08,computed
IT1728A,development_cv,IT,,42.55222,12.65167,fold3_italy,16.40517207182939,348,351,16.405172413793103,29.344729344729345,-19,True,False,3.419637124579822e-07,computed
IT1737A,development_cv,IT,,45.51528,10.21944,fold3_italy,21.762572767284546,342,343,21.762573099415206,30.15918367346939,-13,True,False,3.3213066075177267e-07,computed
IT1739A,development_cv,IT,,45.14222,10.04583,fold3_italy,20.596264730796396,348,351,20.596264367816094,28.855840455840454,-19,True,False,3.629803018156963e-07,computed
IT1743A,development_cv,IT,,45.58111,9.274445,fold3_italy,24.30817690099661,318,335,24.30817610062893,30.484776119402984,11,False,True,8.00367679687497e-07,computed
IT1771A,development_cv,IT,,44.65061,10.90633,fold3_italy,18.823188098629625,345,344,18.8231884057971,27.712209302325583,-16,True,False,3.071674754551168e-07,computed
IT1773A,development_cv,IT,,43.46806,12.95222,fold3_italy,8.317373164316086,362,363,8.317373192077289,21.993820256320273,-33,True,False,2.7761203114096134e-08,computed
IT1788A,development_cv,IT,,45.4512,7.878,fold3_italy,19.027131857330097,258,358,19.027131782945737,22.337988826815643,71,False,True,7.438436000484216e-08,computed
IT1795A,development_cv,IT,,43.285,13.42861,fold3_italy,9.114084088210362,341,340,9.114084097835917,17.16205882352941,-12,True,False,9.625555463799174e-09,computed
IT1796A,development_cv,IT,,43.33556,13.67472,fold3_italy,11.975235719115773,345,343,11.97523567775513,17.417738026193955,-16,True,False,4.136064291060393e-08,computed
IT1798A,development_cv,IT,,41.55417,14.67472,fold3_italy,10.376436750520693,348,356,10.376436781609195,17.640449438202246,-19,True,False,3.108850243904726e-08,computed
IT1801A,development_cv,IT,,41.99806,14.99333,fold3_italy,9.88857142613296,350,348,9.888571428571428,21.35919540229885,-21,True,False,2.438467205934103e-09,computed
IT1817A,development_cv,IT,,40.95667,17.29028,fold3_italy,9.790196084063302,357,366,9.790196078431372,19.80334412430314,-28,True,False,5.631930477534297e-09,computed
IT1818A,development_cv,IT,,40.82714,16.56017,fold3_italy,10.22097701403949,348,348,10.220977011494254,19.794540229885058,-19,True,False,2.5452369101230943e-09,computed
IT1822A,development_cv,IT,,41.23153,16.30331,fold3_italy,12.814647990869531,355,355,12.814647887323943,26.405352112676056,-26,True,False,1.0354558810377057e-07,computed
IT1823A,development_cv,IT,,40.95141,16.91985,fold3_italy,11.504913366627164,346,346,11.504913294797687,20.409537572254333,-17,True,False,7.182947747708113e-08,computed
IT1826A,development_cv,IT,,45.84944,9.39583,fold3_italy,11.124778786904516,339,337,11.124778761061947,15.511275964391691,-10,True,False,2.584256897364412e-08,computed
IT1827A,development_cv,IT,,43.611665,13.50861,fold3_italy,14.287353355244992,356,334,14.28735338949804,21.479041916167663,-27,True,False,3.425304839765886e-08,computed
IT1830A,development_cv,IT,,44.91932,8.622015000000001,fold3_italy,17.728155633872223,309,334,17.728155339805824,24.077844311377245,20,False,True,2.940663996753301e-07,computed
IT1836A,development_cv,IT,,41.906375,12.447545,fold3_italy,11.89138886898044,360,362,11.891388916666667,24.718232928176793,-31,True,False,4.768622652306931e-08,computed
IT1842A,development_cv,IT,,42.90056,13.33667,fold3_italy,5.29819815462253,333,363,5.2981981981981985,19.246761971944565,-4,True,False,4.357566840695881e-08,computed
IT1843A,development_cv,IT,,42.84861,13.61945,fold3_italy,9.82242424361578,330,320,9.822424242424242,14.4865625,-1,True,False,1.1915375353055424e-09,computed
IT1856A,development_cv,IT,,42.36417,13.38195,fold3_italy,9.108882502113202,349,347,9.10888252148997,17.21613832853026,-20,True,False,1.937676863406068e-08,computed
IT1860A,development_cv,IT,,42.73972,12.735415,fold3_italy,8.494382030130545,356,358,8.49438202247191,14.972067039106145,-27,True,False,7.658634615381743e-09,computed
IT1863A,development_cv,IT,,41.75944,14.20889,fold3_italy,8.033333342012838,330,329,8.033333333333333,14.50759878419453,-1,True,False,8.679505114628228e-09,computed
IT1865A,development_cv,IT,,44.99694,11.07083,fold3_italy,19.282072730921264,357,357,19.282072829131653,29.971988795518207,-28,True,False,9.821038915447389e-08,computed
IT1868A,development_cv,IT,,45.16056,10.79556,fold3_italy,16.466449370406682,364,362,16.46644936813187,27.295365552486185,-35,True,False,2.274813226676997e-09,computed
IT1871A,development_cv,IT,,45.22667,11.66583,fold3_italy,21.80277749665492,360,359,21.802777777777777,29.651810584958216,-31,True,False,2.811228583254888e-07,computed
IT1874A,development_cv,IT,,45.28111,8.75472,fold3_italy,19.541931059501195,343,355,19.541930962099123,26.794620225352112,-14,True,False,9.740207218555952e-08,computed
IT1876A,development_cv,IT,,45.68333,9.46667,fold3_italy,12.485833435607004,348,354,12.485833333333332,22.616764406779662,-19,True,False,1.02273672197839e-07,computed
IT1877A,development_cv,IT,,45.0419,7.6259,fold3_italy,18.667366507617775,344,361,18.667366556249544,23.310249307479225,-15,True,False,4.8631768834184186e-08,computed
IT1878A,development_cv,IT,,45.31889,8.4025,fold3_italy,14.742465699895344,365,360,14.742465753424657,21.144444444444446,-36,True,False,5.352931253810311e-08,computed
IT1883A,development_cv,IT,,44.31528,8.48556,fold3_italy,8.057058825108042,340,339,8.057058823529411,15.346017699115045,-11,True,False,1.5786305596066086e-09,computed
IT1894A,development_cv,IT,,42.99222,13.78472,fold3_italy,7.459233445069993,365,336,7.459233538481901,17.558630952380952,-36,True,False,9.341190843059621e-08,computed
IT1900A,development_cv,IT,,42.95167,12.70764,fold3_italy,14.038356067733186,365,365,14.038356164383561,19.945205479452056,-36,True,False,9.665037481454419e-08,computed
IT1902A,development_cv,IT,,43.06694,12.46806,fold3_italy,12.073239328442773,355,361,12.073239436619719,19.0387811634349,-26,True,False,1.0817694651166221e-07,computed
IT1904A,development_cv,IT,,44.76415,9.052865,fold3_italy,7.617563676670447,353,354,7.61756373937677,11.203389830508474,-24,True,False,6.270632280092059e-08,computed
IT1906A,development_cv,IT,,41.89389,12.47528,fold3_italy,13.37226583515944,357,361,13.372265994397761,23.83622216066482,-28,True,False,1.5923832030750873e-07,computed
IT1908A,development_cv,IT,,44.09583,12.4025,fold3_italy,15.75433555719629,346,358,15.754335260115607,24.164804469273744,-17,True,False,2.9708068360889683e-07,computed
IT1911A,development_cv,IT,,44.6575,10.28889,fold3_italy,9.834269655066285,356,356,9.834269662921349,17.59269662921348,-27,True,False,7.855064154682623e-09,computed
IT1914A,development_cv,IT,,44.87306,10.66389,fold3_italy,15.85635386364624,362,362,15.856353591160222,25.781767955801104,-33,True,False,2.7248601774942927e-07,computed
IT1915A,development_cv,IT,,43.93278,12.6275,fold3_italy,10.807262534068778,358,0,10.807262569832401,,-29,True,False,3.5763623174034365e-08,computed
IT1918A,development_cv,IT,,44.825,11.64972,fold3_italy,16.590395400886393,354,361,16.59039548022599,22.878116343490305,-25,True,False,7.933959622619113e-08,computed
IT1919A,development_cv,IT,,44.74167,11.94222,fold3_italy,13.31195341025165,343,0,13.31195335276968,,-14,True,False,5.748197118293774e-08,computed
IT1921A,development_cv,IT,,44.92784,11.17795,fold3_italy,18.10220984487605,362,361,18.10220994475138,25.074792243767313,-33,True,False,9.987532934019328e-08,computed
IT1924A,development_cv,IT,,44.98945,10.01917,fold3_italy,14.206703903944076,358,0,14.206703910614525,,-29,True,False,6.670449081980223e-09,computed
IT1927A,development_cv,IT,,44.52649,11.98138,fold3_italy,15.747875623694435,353,0,15.747875354107649,,-24,True,False,2.6958678667199365e-07,computed
IT1932A,development_cv,IT,,40.36445,18.17306,fold3_italy,11.12082107196003,341,342,11.120821114369502,20.304093567251464,-12,True,False,4.2409471490145734e-08,computed
IT1936A,development_cv,IT,,45.438335,12.20556,fold3_italy,19.35180072959862,361,360,19.35180055401662,31.094444444444445,-32,True,False,1.7558199871814395e-07,computed
IT1947A,development_cv,IT,,39.06667,9.00889,fold3_italy,8.657322383928829,352,365,8.657322386363637,22.76986276712329,-23,True,False,2.4348079108449383e-09,computed
IT1948A,development_cv,IT,,44.80806,8.31028,fold3_italy,13.55652157447378,345,328,13.556521739130435,17.664634146341463,-16,True,False,1.6465665453324618e-07,computed
IT1953A,development_cv,IT,,40.16717,18.17483,fold3_italy,12.32318855102288,345,343,12.3231884057971,22.983090379008747,-16,True,False,1.452257798462142e-07,computed
IT1962A,development_cv,IT,,41.47889,14.03333,fold3_italy,23.70796481416292,113,341,23.707964601769913,31.366568914956012,216,False,True,2.1239300806996653e-07,computed
IT1965A,development_cv,IT,,45.3032,9.39848,fold3_italy,21.464772679008163,352,348,21.464772727272727,29.02126436781609,-23,True,False,4.8264563901057045e-08,computed
IT1967A,development_cv,IT,,46.16861,9.88028,fold3_italy,15.87226924859856,357,342,15.872268907563024,20.400877192982456,-28,True,False,3.410355358113293e-07,computed
IT1975A,development_cv,IT,,45.03833,9.66917,fold3_italy,17.387186988694072,359,359,17.38718662952646,26.899721448467968,-30,True,False,3.591676112080222e-07,computed
