experiment,fold,epoch,train_loss,best_so_far,epochs_since_improvement,lr_group_0,lr_head,train_seconds,train_batch_avg_seconds,train_eval_seconds,val_loss_seconds,val_seconds,total_seconds,data_wait_seconds,to_device_seconds,forward_seconds,backward_seconds,optimizer_seconds,train_pm25_rmse,train_pm25_mae,train_pm25_r2,train_pm25_n,val_pm25_rmse,val_pm25_mae,val_pm25_r2,val_pm25_n,val_loss
cnn_deep_wide,fold1_iberia,1,0.44700634967849917,True,0,0.0003,0.0003,0.6740063466131687,0.16850158665329218,0.2746122684329748,0.16149334609508514,0.4083900284022093,1.518679043278098,0.36572107300162315,0.009995639324188232,0.08657016977667809,0.20265197567641735,0.008359206840395927,5.524382987719819,3.9858681012955577,-0.07471698584203179,415,3.3009825842573743,2.7347473555523094,-0.6448699565285956,204,0.4130869209766388
cnn_deep_wide,fold1_iberia,2,0.3813736467476351,True,0,0.0003,0.0003,0.6661168448626995,0.16652921121567488,0.27457193471491337,0.13153299875557423,0.4079710077494383,1.4804093167185783,0.3540807832032442,0.009629784151911736,0.08731519803404808,0.20710128173232079,0.007291555404663086,5.496844302939022,3.9631919776632634,-0.06402890553156504,415,3.268621254235383,2.7040773821957655,-0.6127769321428285,204,0.4074953496456146
cnn_deep_wide,fold1_iberia,3,0.3473108969539045,False,1,0.0003,0.0003,0.635441979393363,0.15886049484834075,0.28193148970603943,0.12446237541735172,0.40114211291074753,1.4432007670402527,0.3251057416200638,0.010033464059233665,0.08669715374708176,0.20551892183721066,0.007352406159043312,5.399272209264459,3.925271454298078,-0.026589933380715136,415,3.3238886488511032,2.759212250312552,-0.6677772101741422,204,0.4172568619251251
cnn_deep_wide,fold1_iberia,4,0.31287080236228115,True,0,0.0003,0.0003,0.6845836918801069,0.17114592297002673,0.286871112883091,0.11881735175848007,0.40647241845726967,1.497063998132944,0.37367802299559116,0.009722733870148659,0.08699493482708931,0.20600616931915283,0.007426794618368149,5.373164477007347,3.866216870864726,-0.016685955653034767,415,3.1884010250456805,2.632013789574868,-0.5345851186880346,204,0.3939723074436188
cnn_deep_wide,fold1_iberia,5,0.3176819284278226,True,0,0.0003,0.0003,0.6525192689150572,0.1631298172287643,0.28825485333800316,0.12941245920956135,0.41665623895823956,1.4870614930987358,0.3393303379416466,0.009923530742526054,0.08649158105254173,0.2085762917995453,0.007472647354006767,5.509142435374877,3.8002995629194105,-0.06879535183992602,415,2.8214578190754014,2.296929254412022,-0.20168938836813588,204,0.3289432227611542
cnn_deep_wide,fold1_iberia,6,0.2776435989931405,False,1,0.0003,0.0003,0.6830999441444874,0.17077498603612185,0.29018926434218884,0.13579958118498325,0.4133147317916155,1.5226263087242842,0.37528014928102493,0.009570058435201645,0.08692931570112705,0.2036489974707365,0.006973382085561752,4.864030061590056,3.536293404327251,0.16685794854730618,415,3.6458340168715546,3.0824559061897703,-1.0064987232043943,204,0.4681621491909027
cnn_deep_wide,fold1_iberia,7,0.2767065783581102,False,2,0.0003,0.0003,0.6891378574073315,0.17228446435183287,0.28851936385035515,0.13076913356781006,0.4139512535184622,1.5226893220096827,0.38082216307520866,0.009495895355939865,0.08692355640232563,0.20428283140063286,0.00689212791621685,4.443903076345273,3.1944530490195966,0.30456633421641655,415,3.777904527818227,3.2734761086540693,-1.1545027830064907,204,0.485490620136261
cnn_deep_wide,fold1_iberia,8,0.26849444056131755,False,3,0.0003,0.0003,0.6887387577444315,0.17218468943610787,0.29860837012529373,0.1311177797615528,0.4146468788385391,1.5334153696894646,0.3797941543161869,0.009541191160678864,0.08710723742842674,0.2046237252652645,0.006924182176589966,4.137079271034597,2.848368597061469,0.3972818919070944,415,3.5819629311906964,3.0773470076554257,-0.9368111495177995,204,0.4484052360057831
cnn_deep_wide,fold1_iberia,9,0.2617825657488352,False,4,0.0003,0.0003,0.7115450296550989,0.17788625741377473,0.29655378870666027,0.23811525665223598,0.41687159426510334,1.6633950527757406,0.4010356776416302,0.009513827040791512,0.08662614412605762,0.20663423091173172,0.00697748176753521,3.899456855508342,2.7983470335788905,0.46453043224707535,415,4.772025914575493,4.122890512918507,-2.437563181622643,204,0.5919990539550781
cnn_deep_wide,fold1_iberia,10,0.2694460351783109,False,5,0.0003,0.0003,0.6917512528598309,0.17293781321495771,0.2930776458233595,0.1310173086822033,0.4152042306959629,1.5313662998378277,0.38256737776100636,0.009496364742517471,0.08734989538788795,0.20470193028450012,0.0069067832082509995,3.618467506228987,2.4894871275633386,0.5389203990757134,415,4.263839062712964,3.6194596344775505,-1.7443955741911101,204,0.5268794298171997
cnn_deep_wide,fold1_iberia,11,0.2568666848791651,False,6,0.0003,0.0003,0.7008012570440769,0.17520031426101923,0.30517328530550003,0.13904117420315742,0.41213163174688816,1.5574540439993143,0.39286230131983757,0.00948428176343441,0.08693571947515011,0.20389046892523766,0.006895199418067932,3.7087622571376695,2.3986084892865462,0.5156218503808248,415,3.4770772725678136,2.8469287359845734,-0.825045880631565,204,0.41444867849349976
cnn_deep_wide,fold1_iberia,12,0.23977790280997036,False,7,0.0003,0.0003,0.6911782510578632,0.1727945627644658,0.28896783478558064,0.13971471413969994,0.42296562530100346,1.543136578053236,0.3838156461715698,0.00951370969414711,0.08735664561390877,0.2027291115373373,0.007025411352515221,3.5782550541962905,2.3274682233884443,0.549111518033699,415,3.758038312989423,3.129675705372598,-1.1319033353172845,204,0.448517382144928
cnn_deep_wide,fold1_iberia,13,0.22699197286582856,False,8,0.0003,0.0003,0.6904711108654737,0.17261777771636844,0.28772913478314877,0.13308564014732838,0.41213421151041985,1.5237324349582195,0.38385816663503647,0.009610498324036598,0.08662259764969349,0.20265216194093227,0.0069728512316942215,3.5221772312496853,2.32339695891089,0.5631332767539059,415,3.807415156655915,3.0849023061626326,-1.1882935037395947,204,0.4178507328033447
cnn_deep_wide,fold1_iberia,14,0.23022606171757343,False,9,0.0003,0.0003,0.701091468334198,0.1752728670835495,0.2895983848720789,0.135246854275465,0.42606029845774174,1.5523082744330168,0.3942696079611778,0.009638326242566109,0.08654823713004589,0.20298882387578487,0.006900779902935028,3.8476369712977534,2.595027850530328,0.4786675803781997,415,3.302545802216765,2.695286378743396,-0.6464282192719923,204,0.3540823757648468
cnn_deep_wide,fold1_iberia,15,0.24476067876241292,False,10,0.0003,0.0003,0.7286236602813005,0.18215591507032514,0.3014222327619791,0.13609961420297623,0.4260046277195215,1.5925068967044353,0.416401632130146,0.009655844420194626,0.0874481163918972,0.20671729184687138,0.007525414228439331,4.844882475061087,3.1476186376910187,0.1734044788740775,415,8.103175310268307,6.387938693687417,-8.911869420333845,204,0.8730654120445251
cnn_deep_wide,fold1_iberia,16,0.2581561628594456,False,11,0.0003,0.0003,0.6978181563317776,0.1744545390829444,0.28743171505630016,0.13392991200089455,0.4160491041839123,1.5355376452207565,0.38857416808605194,0.009601641446352005,0.08744321763515472,0.20437621138989925,0.007060941308736801,3.786392188080901,2.6023888582507544,0.49513211542054336,415,7.061546414073693,5.30397837230633,-6.527395554411187,204,0.7268140912055969
cnn_deep_wide,fold1_iberia,17,0.22947568089128978,False,12,0.0003,0.0003,0.6741290744394064,0.1685322686098516,0.28079921193420887,0.13151076063513756,0.40780870988965034,1.494555925950408,0.3642091862857342,0.009701220318675041,0.0867046769708395,0.20568771287798882,0.007092304527759552,3.8457162586580926,2.3531109762595537,0.47918794123708497,415,3.348606093990345,2.4431370799807466,-0.6926736312956827,204,0.3207060396671295
cnn_deep_wide,fold1_iberia,18,0.23800038831779755,False,13,0.0003,0.0003,0.6775667648762465,0.1693916912190616,0.2794451620429754,0.12382291629910469,0.40768286772072315,1.4888285622000694,0.36881333217024803,0.009696880355477333,0.08711137250065804,0.20409183204174042,0.007107432931661606,3.5681447386800764,2.233271603897876,0.5516558781071242,415,3.381795285937903,2.5411040732416557,-0.7263932570636706,204,0.33598458766937256
cnn_deep_wide,fold1_iberia,19,0.21718405298439852,False,14,0.0003,0.0003,0.6635234374552965,0.16588085936382413,0.2811981998383999,0.12344865873456001,0.417516615241766,1.4859968926757574,0.35518125630915165,0.009631603956222534,0.08710326440632343,0.2038636300712824,0.007007438689470291,3.2776165291511385,2.1212154618041037,0.6216943419477128,415,3.6663777566847973,2.927228715536993,-1.0291750845653143,204,0.3941291272640228
cnn_deep_wide,fold1_iberia,20,0.2078017154371882,False,15,0.0003,0.0003,0.6735438052564859,0.16838595131412148,0.2700575068593025,0.12041184492409229,0.41234850138425827,1.4766771588474512,0.36520760506391525,0.009761273860931396,0.08732893690466881,0.20346707291901112,0.007043285295367241,3.2670880181362327,2.141468265799815,0.624120860164127,415,3.590832554164613,2.817236293831649,-0.9464148522757303,204,0.3837176263332367
cnn_deep_wide,fold1_iberia,21,0.21979379998632223,False,16,0.0003,0.0003,0.6745048854500055,0.16862622136250138,0.3013914208859205,0.12459409795701504,0.4095306396484375,1.5103343091905117,0.36706893891096115,0.009592477232217789,0.08692484721541405,0.20313243009150028,0.007044466212391853,3.8930282687909865,2.8059994359536966,0.46629451129990374,415,4.233746293837644,3.484379467761333,-1.7057941980551345,204,0.4748763144016266
cnn_deep_wide,fold1_iberia,22,0.2271635032561888,False,17,0.0003,0.0003,0.6714340038597584,0.1678585009649396,0.2792451586574316,0.12183118611574173,0.4132612645626068,1.4860956631600857,0.36575648561120033,0.00971720926463604,0.08660904504358768,0.20179021172225475,0.006840761750936508,3.6081401173483165,2.288338906090982,0.5415485576177819,415,3.055648653778979,2.37516886458726,-0.40945733872473444,204,0.32777678966522217
cnn_deep_wide,fold1_iberia,23,0.21465715155544052,False,18,0.0003,0.0003,0.6746733952313662,0.16866834880784154,0.2713010460138321,0.12555682100355625,0.4053608290851116,1.477196779102087,0.3677935115993023,0.009714093059301376,0.08654407598078251,0.20298832468688488,0.006903894245624542,3.475242114912319,2.158556884523244,0.5746987219398239,415,3.5974368285314657,2.667500497426413,-0.9535811451576115,204,0.374542236328125
cnn_deep_wide,fold1_iberia,24,0.2344594886504024,False,19,0.0003,0.0003,0.6718744840472937,0.16796862101182342,0.2855935264378786,0.11989201605319977,0.407217001542449,1.4848782364279032,0.35917563177645206,0.00981798768043518,0.08687843754887581,0.2076812218874693,0.007573053240776062,3.9099696801077206,2.461098100741106,0.46163931891206167,415,4.146813985615382,2.9881175643315223,-1.5958178313945006,204,0.41956713795661926
cnn_deep_wide,fold1_iberia,25,0.22054739802716727,False,20,0.0003,0.0003,0.7261704057455063,0.18154260143637657,0.2733648270368576,0.12234430573880672,0.4093836322426796,1.531570391729474,0.41682843677699566,0.009739864617586136,0.08698428608477116,0.2023221906274557,0.009433690458536148,3.703018143925992,2.2584259122721106,0.5171210935847348,415,4.2695873239089615,3.021661890510235,-1.7518002328395523,204,0.421120822429657
cnn_deep_wide,fold1_iberia,26,0.20864762685385094,False,21,0.0003,0.0003,0.6467979233711958,0.16169948084279895,0.274528119713068,0.12180879525840282,0.41380028426647186,1.4572380725294352,0.33849880285561085,0.00983213260769844,0.0868067629635334,0.20363898389041424,0.0072786845266819,3.1801853186445896,2.0912865836764887,0.6438512608352823,415,3.9398379778218806,3.154003030463945,-1.3431593623071625,204,0.43286237120628357
