model,validation_fold,fraction,seed,pollutant,n_train_before_buffer,n_buffer_dropped,n_train_after_buffer,n_train_sampled,sampled_counts_by_source_fold,best_epoch,rmse,mae,r2,n_validation,total_parameters,trainable_parameters,frozen_parameters,source
resnet_frozen,fold4_alpine,0.25,3,pm25,1616,150,1466,366,"{""fold1_iberia"": 51, ""fold2_france"": 77, ""fold3_italy"": 62, ""fold5_north"": 49, ""fold6_balkan_e"": 32, ""fold7_balkan_s"": 36, ""fold8_poland"": 59}",78,2.279628438627351,1.9574290299926755,-0.6290606423746266,253,23766049,236065,23529984,ablation_run
resnet_frozen,fold5_north,0.25,3,pm25,1672,0,1672,417,"{""fold1_iberia"": 51, ""fold2_france"": 90, ""fold3_italy"": 72, ""fold4_alpine"": 63, ""fold6_balkan_e"": 36, ""fold7_balkan_s"": 36, ""fold8_poland"": 69}",98,4.188948770482512,3.7456031245468773,-2.8727092860988304,197,23766049,236065,23529984,ablation_run
resnet_frozen,fold6_balkan_e,0.25,3,pm25,1723,65,1658,413,"{""fold1_iberia"": 51, ""fold2_france"": 90, ""fold3_italy"": 67, ""fold4_alpine"": 60, ""fold5_north"": 49, ""fold7_balkan_s"": 33, ""fold8_poland"": 63}",1,8.903091337037571,6.782639937515337,-1.0782564927680003,146,23766049,236065,23529984,ablation_run
resnet_frozen,fold7_balkan_s,0.25,3,pm25,1725,12,1713,428,"{""fold1_iberia"": 51, ""fold2_france"": 90, ""fold3_italy"": 72, ""fold4_alpine"": 63, ""fold5_north"": 49, ""fold6_balkan_e"": 34, ""fold8_poland"": 69}",1,10.022647142716384,8.059536629919652,-1.2954309247306703,144,23766049,236065,23529984,ablation_run
resnet_frozen,fold8_poland,0.25,3,pm25,1592,54,1538,384,"{""fold1_iberia"": 51, ""fold2_france"": 90, ""fold3_italy"": 72, ""fold4_alpine"": 52, ""fold5_north"": 49, ""fold6_balkan_e"": 34, ""fold7_balkan_s"": 36}",1,5.429658777191402,4.707014738956926,-2.321981868814791,277,23766049,236065,23529984,ablation_run
resnet_frozen,fold1_iberia,0.5,1,pm25,1665,3,1662,830,"{""fold2_france"": 180, ""fold3_italy"": 143, ""fold4_alpine"": 126, ""fold5_north"": 98, ""fold6_balkan_e"": 73, ""fold7_balkan_s"": 72, ""fold8_poland"": 138}",29,2.9608492793473546,2.518480335983808,-0.32335910045379657,204,23766049,236065,23529984,ablation_run
resnet_frozen,fold2_france,0.5,1,pm25,1507,115,1392,695,"{""fold1_iberia"": 92, ""fold3_italy"": 138, ""fold4_alpine"": 84, ""fold5_north"": 98, ""fold6_balkan_e"": 73, ""fold7_balkan_s"": 72, ""fold8_poland"": 138}",58,3.040510832125626,2.789360171829508,-2.376956562750924,362,23766049,236065,23529984,ablation_run
resnet_frozen,fold3_italy,0.5,1,pm25,1583,25,1558,778,"{""fold1_iberia"": 102, ""fold2_france"": 177, ""fold4_alpine"": 123, ""fold5_north"": 98, ""fold6_balkan_e"": 68, ""fold7_balkan_s"": 72, ""fold8_poland"": 138}",1,5.557800521475206,4.298435469332278,-0.6849939562289753,286,23766049,236065,23529984,ablation_run
resnet_frozen,fold4_alpine,0.5,1,pm25,1616,150,1466,732,"{""fold1_iberia"": 102, ""fold2_france"": 154, ""fold3_italy"": 124, ""fold5_north"": 98, ""fold6_balkan_e"": 64, ""fold7_balkan_s"": 72, ""fold8_poland"": 118}",61,2.189696587191492,1.8626118713964617,-0.50306236005792,253,23766049,236065,23529984,ablation_run
resnet_frozen,fold5_north,0.5,1,pm25,1672,0,1672,835,"{""fold1_iberia"": 102, ""fold2_france"": 181, ""fold3_italy"": 143, ""fold4_alpine"": 126, ""fold6_balkan_e"": 73, ""fold7_balkan_s"": 72, ""fold8_poland"": 138}",84,4.202382229607532,3.7214899501971592,-2.897587762012287,197,23766049,236065,23529984,ablation_run
resnet_frozen,fold6_balkan_e,0.5,1,pm25,1723,65,1658,827,"{""fold1_iberia"": 102, ""fold2_france"": 181, ""fold3_italy"": 134, ""fold4_alpine"": 120, ""fold5_north"": 98, ""fold7_balkan_s"": 66, ""fold8_poland"": 126}",215,8.160325804118822,5.815804056786659,-0.7459527041883753,146,23766049,236065,23529984,ablation_run
resnet_frozen,fold7_balkan_s,0.5,1,pm25,1725,12,1713,855,"{""fold1_iberia"": 102, ""fold2_france"": 181, ""fold3_italy"": 143, ""fold4_alpine"": 126, ""fold5_north"": 98, ""fold6_balkan_e"": 67, ""fold8_poland"": 138}",1,10.03999141065057,8.07351486408792,-1.303382265299625,144,23766049,236065,23529984,ablation_run
resnet_frozen,fold8_poland,0.5,1,pm25,1592,54,1538,769,"{""fold1_iberia"": 102, ""fold2_france"": 181, ""fold3_italy"": 143, ""fold4_alpine"": 104, ""fold5_north"": 98, ""fold6_balkan_e"": 69, ""fold7_balkan_s"": 72}",1,5.369651075126468,4.644897884940362,-2.248959626816954,277,23766049,236065,23529984,ablation_run
resnet_frozen,fold1_iberia,0.5,2,pm25,1665,3,1662,830,"{""fold2_france"": 180, ""fold3_italy"": 143, ""fold4_alpine"": 126, ""fold5_north"": 98, ""fold6_balkan_e"": 73, ""fold7_balkan_s"": 72, ""fold8_poland"": 138}",17,3.096438893415362,2.607086677943183,-0.44733855772865816,204,23766049,236065,23529984,ablation_run
resnet_frozen,fold2_france,0.5,2,pm25,1507,115,1392,695,"{""fold1_iberia"": 92, ""fold3_italy"": 138, ""fold4_alpine"": 84, ""fold5_north"": 98, ""fold6_balkan_e"": 73, ""fold7_balkan_s"": 72, ""fold8_poland"": 138}",28,2.998546001236186,2.726792244887517,-2.284382996551684,362,23766049,236065,23529984,ablation_run
resnet_frozen,fold3_italy,0.5,2,pm25,1583,25,1558,778,"{""fold1_iberia"": 102, ""fold2_france"": 177, ""fold4_alpine"": 123, ""fold5_north"": 98, ""fold6_balkan_e"": 68, ""fold7_balkan_s"": 72, ""fold8_poland"": 138}",1,5.595525654839776,4.33234271069639,-0.7079463167926281,286,23766049,236065,23529984,ablation_run
resnet_frozen,fold4_alpine,0.5,2,pm25,1616,150,1466,732,"{""fold1_iberia"": 102, ""fold2_france"": 154, ""fold3_italy"": 124, ""fold5_north"": 98, ""fold6_balkan_e"": 64, ""fold7_balkan_s"": 72, ""fold8_poland"": 118}",39,2.1376877687615528,1.8132885982963003,-0.4325100032879823,253,23766049,236065,23529984,ablation_run
resnet_frozen,fold5_north,0.5,2,pm25,1672,0,1672,835,"{""fold1_iberia"": 102, ""fold2_france"": 181, ""fold3_italy"": 143, ""fold4_alpine"": 126, ""fold6_balkan_e"": 73, ""fold7_balkan_s"": 72, ""fold8_poland"": 138}",39,4.3717404571909,3.9106036481456554,-3.21806765822146,197,23766049,236065,23529984,ablation_run
resnet_frozen,fold6_balkan_e,0.5,2,pm25,1723,65,1658,827,"{""fold1_iberia"": 102, ""fold2_france"": 181, ""fold3_italy"": 134, ""fold4_alpine"": 120, ""fold5_north"": 98, ""fold7_balkan_s"": 66, ""fold8_poland"": 126}",455,8.018703204403778,5.591005768397262,-0.6858765391090733,146,23766049,236065,23529984,ablation_run
resnet_frozen,fold7_balkan_s,0.5,2,pm25,1725,12,1713,855,"{""fold1_iberia"": 102, ""fold2_france"": 181, ""fold3_italy"": 143, ""fold4_alpine"": 126, ""fold5_north"": 98, ""fold6_balkan_e"": 67, ""fold8_poland"": 138}",1,10.10044747643915,8.133637205669748,-1.331205621308209,144,23766049,236065,23529984,ablation_run
resnet_frozen,fold8_poland,0.5,2,pm25,1592,54,1538,769,"{""fold1_iberia"": 102, ""fold2_france"": 181, ""fold3_italy"": 143, ""fold4_alpine"": 104, ""fold5_north"": 98, ""fold6_balkan_e"": 69, ""fold7_balkan_s"": 72}",1,5.58691368717068,4.873512586296212,-2.517192286291555,277,23766049,236065,23529984,ablation_run
resnet_frozen,fold1_iberia,0.5,3,pm25,1665,3,1662,830,"{""fold2_france"": 180, ""fold3_italy"": 143, ""fold4_alpine"": 126, ""fold5_north"": 98, ""fold6_balkan_e"": 73, ""fold7_balkan_s"": 72, ""fold8_poland"": 138}",30,3.0658398842014676,2.610055476192331,-0.4188746955205027,204,23766049,236065,23529984,ablation_run
resnet_frozen,fold2_france,0.5,3,pm25,1507,115,1392,695,"{""fold1_iberia"": 92, ""fold3_italy"": 138, ""fold4_alpine"": 84, ""fold5_north"": 98, ""fold6_balkan_e"": 73, ""fold7_balkan_s"": 72, ""fold8_poland"": 138}",46,3.0838954806030445,2.825689429749561,-2.4740148336590506,362,23766049,236065,23529984,ablation_run
resnet_frozen,fold3_italy,0.5,3,pm25,1583,25,1558,778,"{""fold1_iberia"": 102, ""fold2_france"": 177, ""fold4_alpine"": 123, ""fold5_north"": 98, ""fold6_balkan_e"": 68, ""fold7_balkan_s"": 72, ""fold8_poland"": 138}",1,5.676674118996309,4.405237784963339,-0.757844098756487,286,23766049,236065,23529984,ablation_run
resnet_frozen,fold4_alpine,0.5,3,pm25,1616,150,1466,732,"{""fold1_iberia"": 102, ""fold2_france"": 154, ""fold3_italy"": 124, ""fold5_north"": 98, ""fold6_balkan_e"": 64, ""fold7_balkan_s"": 72, ""fold8_poland"": 118}",73,2.1968880406838447,1.8619425751636856,-0.5129513684623022,253,23766049,236065,23529984,ablation_run
resnet_frozen,fold5_north,0.5,3,pm25,1672,0,1672,835,"{""fold1_iberia"": 102, ""fold2_france"": 181, ""fold3_italy"": 143, ""fold4_alpine"": 126, ""fold6_balkan_e"": 73, ""fold7_balkan_s"": 72, ""fold8_poland"": 138}",71,4.335252578339682,3.8483561578965158,-3.147950935338076,197,23766049,236065,23529984,ablation_run
resnet_frozen,fold6_balkan_e,0.5,3,pm25,1723,65,1658,827,"{""fold1_iberia"": 102, ""fold2_france"": 181, ""fold3_italy"": 134, ""fold4_alpine"": 120, ""fold5_north"": 98, ""fold7_balkan_s"": 66, ""fold8_poland"": 126}",365,8.03570698620245,5.672481603399844,-0.6930339642729471,146,23766049,236065,23529984,ablation_run
resnet_frozen,fold7_balkan_s,0.5,3,pm25,1725,12,1713,855,"{""fold1_iberia"": 102, ""fold2_france"": 181, ""fold3_italy"": 143, ""fold4_alpine"": 126, ""fold5_north"": 98, ""fold6_balkan_e"": 67, ""fold8_poland"": 138}",1,10.081001231716161,8.114124742295136,-1.3222377425235292,144,23766049,236065,23529984,ablation_run
resnet_frozen,fold8_poland,0.5,3,pm25,1592,54,1538,769,"{""fold1_iberia"": 102, ""fold2_france"": 181, ""fold3_italy"": 143, ""fold4_alpine"": 104, ""fold5_north"": 98, ""fold6_balkan_e"": 69, ""fold7_balkan_s"": 72}",1,5.522157007762638,4.804217987789831,-2.4361308016859553,277,23766049,236065,23529984,ablation_run
